Species	C1	C2	C3	Y1	Y2	Y3
Mycolicibacillus_koreensis	1	0	1	0	1	0
Mycolicibacterium_arabiense	0	0	2	0	0	1
Mycolicibacterium_duvalii	1	1	1	0	0	0
Mycolicibacterium_fallax	0	0	2	0	1	0
Mycolicibacterium_litorale	0	1	0	0	0	2
Mycolicibacterium_madagascariense	0	1	0	0	2	0
Mycoplasma_sp._P36-A1	0	1	0	2	0	0
Myroides_sp._JBRI-B21084	0	0	0	0	3	0
Naasia_aerilata	0	0	2	1	0	0
Nakamurella_panacisegetis	0	3	0	0	0	0
Natrialbaceae_archaeon_AArc-T1-2	0	3	0	0	0	0
Natrinema_thermotolerans	0	0	0	3	0	0
Natronoglycomyces_albus	0	0	0	0	3	0
Neisseria_lisongii	1	0	2	0	0	0
Neisseria_sicca	0	0	0	1	0	2
Neisseria_subflava	2	1	0	0	0	0
Neobacillus_drentensis	0	0	0	0	3	0
Neobacillus_sp._OS1-33	0	0	1	0	2	0
Neobacillus_sp._SuZ13	0	0	0	0	3	0
Neomicrococcus_aestuarii	0	0	2	0	1	0
Neomoorella_thermoacetica	1	0	1	0	1	0
Neorhizobium_galegae	1	0	0	2	0	0
Niabella_soli	2	0	1	0	0	0
Niallia_circulans	0	0	0	2	0	1
Niallia_sp._RD1	0	0	0	0	1	2
Nitrospira_tepida	0	2	0	0	1	0
Nocardia_seriolae	1	1	0	0	0	1
Nocardia_sp._FBN12	0	0	0	0	0	3
Nocardia_sputorum	1	2	0	0	0	0
Nocardia_vinacea	0	3	0	0	0	0
Nocardia_wallacei	0	3	0	0	0	0
Nocardioides_bizhenqiangii	3	0	0	0	0	0
Nocardioides_sp._JS614	1	1	1	0	0	0
Nonomuraea_sp._CA-143628	0	1	2	0	0	0
Nordella_sp._HKS_07	1	2	0	0	0	0
Novosphingobium_aromaticivorans	2	0	0	1	0	0
Novosphingobium_olei	0	2	1	0	0	0
Novosphingobium_sp._BL-52-GroH	0	1	1	0	1	0
Novosphingobium_sp._BL-8H	1	1	0	0	0	1
Novosphingobium_sp._P6W	1	0	0	2	0	0
Occallatibacter_riparius	1	1	1	0	0	0
Occultella_kanbiaonis	0	0	0	0	2	1
Oceanimonas_sp._GK1	1	0	2	0	0	0
Oceanobacillus_kapialis	1	0	0	0	2	0
Oceanobacillus_zhaokaii	0	0	0	0	3	0
Oceanotoga_sp._DSM_15011	1	0	0	1	0	1
Octadecabacter_arcticus	0	3	0	0	0	0
Oecophyllibacter_saccharovorans	3	0	0	0	0	0
Okeanomitos_corallinicola	0	1	0	0	2	0
Ornithinimicrobium_pratense	0	0	0	1	2	0
Ottowia_oryzae	2	1	0	0	0	0
Paenibacillus_durus	2	0	0	0	1	0
Paenibacillus_lutimineralis	2	0	1	0	0	0
Paenibacillus_rhizovicinus	2	0	1	0	0	0
Paenibacillus_sp._BR2-3	0	1	0	0	2	0
Paenibacillus_sp._FSL_F4-0100	0	0	0	2	0	1
Paenibacillus_sp._FSL_M7-0896	0	0	3	0	0	0
Paenibacillus_sp._FSL_R5-0713	0	0	0	0	3	0
Paenibacillus_sp._FSL_R7-0216	1	0	0	1	0	1
Paenibacillus_sp._FSL_W8-0426	0	0	0	0	3	0
Paenibacillus_sp._JDR-2	1	0	1	0	1	0
Paenibacillus_sp._KS-LC4	0	0	0	2	1	0
Paenibacillus_sp._N3/727	0	0	0	0	1	2
Paenibacillus_sp._PK4536	0	0	0	0	3	0
Paenibacillus_sp._sptzw28	0	1	2	0	0	0
Paenibacillus_tundrae	0	0	2	0	1	0
Paeniglutamicibacter_sp._Y32M11	0	0	1	0	2	0
Pandoraea_fibrosis	0	0	0	0	3	0
Pandoraea_sputorum	0	0	0	3	0	0
Pantoea_anthophila	0	0	1	0	0	2
Pantoea_phytostimulans	0	2	0	0	1	0
Pantoea_vagans	1	0	1	0	0	1
Parablastomonas_sp._CN1-191	0	0	0	0	3	0
Paraburkholderia_acidiphila	0	2	0	1	0	0
Paraburkholderia_edwinii	1	0	0	2	0	0
Paraburkholderia_fungorum	2	0	1	0	0	0
Parachlamydia_acanthamoebae	0	0	0	3	0	0
Paraclostridium_dentum	1	1	1	0	0	0
Paracoccus_aminovorans	1	2	0	0	0	0
Paracoccus_everestensis	3	0	0	0	0	0
Paradevosia_shaoguanensis	1	2	0	0	0	0
Paraflavitalea_soli	0	0	2	0	0	1
Paraflavitalea_speifideaquila	0	0	0	0	3	0
Paralysiella_testudinis	3	0	0	0	0	0
Pararhizobium_sp._IMCC21322	0	0	0	0	3	0
Pararhizobium_sp._IMCC3301	1	2	0	0	0	0
Pararoseomonas_sp._SCSIO_73927	0	2	0	0	1	0
Paucilactobacillus_suebicus	0	0	1	0	2	0
Pectobacterium_atrosepticum	1	0	0	0	2	0
Pectobacterium_cacticida	1	0	0	1	1	0
Pectobacterium_parmentieri	0	0	3	0	0	0
Pediococcus_pentosaceus	0	0	0	1	1	1
Pedobacter_sp._FW305-3-2-15-E-R2A2	0	0	0	0	1	2
Penicillium_oxalicum	0	0	1	0	0	2
Phaeodactylum_tricornutum	0	1	0	2	0	0
Phycicoccus_sp._HDW14	0	0	2	0	1	0
Planctopirus_limnophila	3	0	0	0	0	0
Planktothrix_agardhii	1	0	0	2	0	0
Planktothrix_pseudagardhii	0	0	0	1	2	0
Plesiomonas_shigelloides	1	0	2	0	0	0
Polaribacter_butkevichii	0	0	0	0	0	3
Polaribacter_sp._Hel1_33_78	0	3	0	0	0	0
Polaromonas_naphthalenivorans	1	1	1	0	0	0
Polynucleobacter_difficilis	0	0	2	0	1	0
Polynucleobacter_duraquae	0	0	3	0	0	0
Polynucleobacter_sp._MWH-Spelu-300-X4	0	0	0	0	0	3
Polynucleobacter_sp._es-EL-1	0	0	3	0	0	0
Pontibacter_akesuensis	0	1	2	0	0	0
Pontibacter_korlensis	2	1	0	0	0	0
Pontibacter_sp._SGAir0037	0	2	1	0	0	0
Pontimicrobium_sp._SW4	1	2	0	0	0	0
Porphyromonas_pogonae	0	3	0	0	0	0
Prescottella_sp._R16	0	0	3	0	0	0
Prevotella_jejuni	0	1	0	0	2	0
Priestia_flexa	0	0	0	3	0	0
Prochlorococcus_marinus	0	0	0	1	2	0
Promicromonospora_sp._NFX87	0	0	2	0	0	1
Propioniciclava_sp._MC1595	0	1	0	0	2	0
Pseudactinotalea_sp._HY158	1	0	2	0	0	0
Pseudarthrobacter_oxydans	0	0	0	0	0	3
Pseudochrobactrum_sp._MP213Fo	3	0	0	0	0	0
Pseudodesulfovibrio_profundus	0	3	0	0	0	0
Pseudogemmobacter_blasticus	2	0	1	0	0	0
Pseudoleptotrichia_goodfellowii	0	0	0	1	2	0
Pseudomonas_orientalis	0	2	1	0	0	0
Pseudomonas_pohangensis	0	0	3	0	0	0
Pseudomonas_sp._02C_26	0	0	0	0	2	1
Pseudomonas_sp._B33.4	0	3	0	0	0	0
Pseudomonas_sp._FP597	0	0	2	1	0	0
Pseudomonas_sp._GCEP-101	0	3	0	0	0	0
Pseudomonas_sp._MM227	2	1	0	0	0	0
Pseudomonas_sp._OHS18	1	2	0	0	0	0
Pseudomonas_sp._P5_109	0	0	0	3	0	0
Pseudomonas_sp._QE6	0	0	3	0	0	0
Pseudooceanicola_algae	0	0	3	0	0	0
Pusillimonas_sp._T7-7	0	0	0	0	3	0
Pyricularia_grisea	1	0	1	0	1	0
Pyrodictium_abyssi	0	0	0	3	0	0
Qipengyuania_citrea	0	2	1	0	0	0
Ralstonia_mannitolilytica	3	0	0	0	0	0
Ralstonia_pickettii	0	0	3	0	0	0
Ralstonia_solanacearum	0	1	2	0	0	0
Rathayibacter_sp._VKM_Ac-2805	0	0	3	0	0	0
Remersonia_thermophila	0	1	1	1	0	0
Rhizobium_anhuiense	3	0	0	0	0	0
Rhizobium_hidalgonense	0	0	0	0	3	0
Rhodococcoides_fascians	0	1	0	0	1	1
Rhodococcus_ruber	0	2	0	0	1	0
Rhodococcus_sp._PBTS_1	1	0	2	0	0	0
Rhodoferax_lithotrophicus	0	2	0	0	1	0
Rhodoferax_sp._BAB1	0	2	1	0	0	0
Rhodoferax_sp._GW822-FHT02A01	1	1	1	0	0	0
Rhodoligotrophos_ferricapiens	1	2	0	0	0	0
Rhodopseudomonas_sp._BAL398	2	0	0	0	1	0
Rickettsia_africae	0	0	3	0	0	0
Roseibium_alexandrii	3	0	0	0	0	0
Roseimicrobium_sp._ORNL1	0	1	2	0	0	0
Roseococcus_microcysteis	0	3	0	0	0	0
Roseomonas_cutis	2	0	0	0	0	1
Roseomonas_fluvialis	0	0	1	0	0	2
Roseovarius_faecimaris	0	2	0	0	1	0
Roseovarius_pelagicus	2	0	1	0	0	0
Rossellomorea_sp._FM04394	0	0	2	0	0	1
Rouxiella_chamberiensis	0	3	0	0	0	0
Rubellicoccus_peritrichatus	2	0	0	0	1	0
Rubrivirga_sp._IMCC43871	0	3	0	0	0	0
Rubrobacter_indicoceani	2	1	0	0	0	0
Ruminococcus_sp._FMBCY1	0	0	2	0	0	1
Saccharopolyspora_sp._CA-218241	0	0	3	0	0	0
Sagittula_stellata	0	2	1	0	0	0
Salegentibacter_mishustinae	0	0	0	0	3	0
Salinibacterium_sp._UTAS2018	0	0	0	3	0	0
Salinibacterium_sp._ZJ450	1	0	2	0	0	0
Salinicoccus_halodurans	2	0	1	0	0	0
Salinimonas_iocasae	0	1	2	0	0	0
Salisediminibacterium_beveridgei	0	2	0	0	1	0
Sanguibacter_sp._HDW7	0	0	2	1	0	0
Schaalia_radingae	2	0	1	0	0	0
Sedimentibacter_sp._MB31-C6	0	1	0	0	1	1
Seonamhaeicola_sp._ML3	0	0	0	3	0	0
Serpentinimonas_raichei	3	0	0	0	0	0
Serratia_aquatilis	0	0	0	0	3	0
Serratia_grimesii	0	0	2	0	1	0
Serratia_odorifera	0	3	0	0	0	0
Serratia_rubidaea	1	1	0	1	0	0
Shewanella_khirikhana	0	3	0	0	0	0
Shewanella_sedimentimangrovi	0	0	3	0	0	0
Shewanella_yunxiaonensis	0	0	1	2	0	0
Shimia_sp._MIT910701	3	0	0	0	0	0
Singulisphaera_sp._Ch08	0	1	1	0	0	1
Sinorhizobium_garamanticum	1	0	0	0	2	0
Sinorhizobium_sojae	0	2	0	0	0	1
Sneathiella_aquimaris	1	1	1	0	0	0
Solwaraspora_sp._WMMD937	1	0	2	0	0	0
Sphaerospermopsis_torques-reginae	0	0	0	0	2	1
Sphingobacterium_lactis	2	0	1	0	0	0
Sphingobium_sp._V4	0	3	0	0	0	0
Sphingomicrobium_flavum	3	0	0	0	0	0
Sphingomonas_flavescens	0	2	0	0	1	0
Sphingomonas_ginsengisoli_(ex_An_et_al._2013)	1	2	0	0	0	0
Sphingomonas_sp.	0	0	0	0	0	3
Sphingomonas_sp._FARSPH	0	0	3	0	0	0
Sphingomonas_sp._LY54	1	1	1	0	0	0
Sphingomonas_sp._MM-1	0	1	0	0	2	0
Sphingopyxis_alaskensis	0	1	2	0	0	0
Sphingopyxis_granuli	2	1	0	0	0	0
Sphingopyxis_indica	1	0	2	0	0	0
Sphingopyxis_sp.	0	0	0	0	3	0
Sphingorhabdus_lutea	0	0	0	0	3	0
Sphingorhabdus_sp._YGSMI21	2	1	0	0	0	0
Spiroplasma_culicicola	0	3	0	0	0	0
Spirosoma_aureum	1	0	0	0	2	0
Sporomusa_sphaeroides	0	1	0	1	0	1
Sporosarcina_trichiuri	0	0	2	0	0	1
Staphylococcus_auricularis	0	0	0	0	0	3
Staphylococcus_debuckii	0	0	0	0	3	0
Staphylococcus_equorum	0	0	0	0	2	1
Staphylococcus_lugdunensis	0	2	0	0	0	1
Stenotrophomonas_aracearum	0	1	2	0	0	0
Stigmatella_aurantiaca	2	1	0	0	0	0
Streptococcus_himalayensis	0	0	0	1	1	1
Streptococcus_iners	3	0	0	0	0	0
Streptococcus_merionis	0	0	0	0	2	1
Streptococcus_milleri	0	0	0	1	1	1
Streptococcus_porcinus	0	0	0	1	1	1
Streptococcus_sp._KHUD_010	0	0	0	1	1	1
Streptococcus_sp._ZJ_1593	0	3	0	0	0	0
Streptomonospora_nanhaiensis	0	0	0	3	0	0
Streptomyces_albidocamelliae	0	2	1	0	0	0
Streptomyces_argyrophylli	0	0	0	3	0	0
Streptomyces_cadmiisoli	3	0	0	0	0	0
Streptomyces_caniferus	2	1	0	0	0	0
Streptomyces_capitiformicae	0	0	0	0	0	3
Streptomyces_cyaneofuscatus	2	0	0	0	0	1
Streptomyces_cyaneogriseus	0	0	0	3	0	0
Streptomyces_cynarae	3	0	0	0	0	0
Streptomyces_erythrochromogenes	2	1	0	0	0	0
Streptomyces_glaucescens	3	0	0	0	0	0
Streptomyces_gobiensis	2	0	1	0	0	0
Streptomyces_graminofaciens	1	1	1	0	0	0
Streptomyces_griseochromogenes	0	1	1	0	1	0
Streptomyces_halobius	0	0	2	1	0	0
Streptomyces_kronopolitis	0	2	0	0	0	1
Streptomyces_leeuwenhoekii	1	2	0	0	0	0
Streptomyces_liangshanensis	1	0	2	0	0	0
Streptomyces_lydicus	0	0	1	1	1	0
Streptomyces_nigrescens	2	0	0	1	0	0
Streptomyces_olivoreticuli	0	1	2	0	0	0
Streptomyces_phaeolivaceus	0	0	0	3	0	0
Streptomyces_phytohabitans	0	3	0	0	0	0
Streptomyces_qaidamensis	1	1	1	0	0	0
Streptomyces_roseicoloratus	2	0	1	0	0	0
Streptomyces_sclerotialus	3	0	0	0	0	0
Streptomyces_solicamelliae	0	1	2	0	0	0
Streptomyces_sp._ADI95-16	1	0	0	0	2	0
Streptomyces_sp._CA-111067	1	1	1	0	0	0
Streptomyces_sp._DG1A-41	1	0	0	0	0	2
Streptomyces_sp._MMBL_11-1	0	0	3	0	0	0
Streptomyces_sp._NBC_00029	0	1	2	0	0	0
Streptomyces_sp._NBC_00151	2	0	0	1	0	0
Streptomyces_sp._NBC_00234	0	0	3	0	0	0
Streptomyces_sp._NBC_00442	0	2	1	0	0	0
Streptomyces_sp._NBC_00690	0	1	2	0	0	0
Streptomyces_sp._NBC_00727	0	0	0	3	0	0
Streptomyces_sp._NBC_00876	0	2	1	0	0	0
Streptomyces_sp._NBC_00887	0	1	0	0	1	1
Streptomyces_sp._NBC_01006	3	0	0	0	0	0
Streptomyces_sp._NBC_01176	1	2	0	0	0	0
Streptomyces_sp._NBC_01190	0	3	0	0	0	0
Streptomyces_sp._NBC_01210	0	2	0	1	0	0
Streptomyces_sp._NBC_01314	0	3	0	0	0	0
Streptomyces_sp._NBC_01361	0	0	0	0	0	3
Streptomyces_sp._NBC_01410	0	1	2	0	0	0
Streptomyces_sp._NBC_01451	0	0	3	0	0	0
Streptomyces_sp._NBC_01604	2	0	1	0	0	0
Streptomyces_sp._NBC_01622	0	1	0	1	0	1
Streptomyces_sp._NBC_01795	3	0	0	0	0	0
Streptomyces_sp._NHF165	0	1	1	1	0	0
Streptomyces_sp._R21	1	0	2	0	0	0
Streptomyces_sp._Sge12	3	0	0	0	0	0
Streptomyces_sp._SudanB135_2055	0	0	0	0	0	3
Streptomyces_sp._WAC_01438	0	2	0	0	1	0
Streptomyces_sp._cg28	0	0	2	0	0	1
Streptomyces_viridosporus	0	0	0	1	0	2
Streptosporangium_sp._CA-135522	1	0	2	0	0	0
Stutzerimonas_urumqiensis	0	1	0	1	1	0
Sulfitobacter_faviae	2	1	0	0	0	0
Sulfuriferula_sp._GW1	0	1	2	0	0	0
Sulfurihydrogenibium_sp._YO3AOP1	0	0	0	0	2	1
Sulfurimonas_aquatica	0	0	1	0	0	2
Sulfurimonas_paralvinellae	0	0	3	0	0	0
Sulfuritalea_hydrogenivorans	0	0	1	0	0	2
Sulfurospirillum_sp._UCH001	0	0	0	2	0	1
Superficieibacter_sp._HKU1	0	0	3	0	0	0
Synechococcus_sp._A15-62	0	3	0	0	0	0
Synechococcus_sp._LA31	1	2	0	0	0	0
Synechococcus_sp._MIT_S1220	0	0	2	0	1	0
Synechococcus_sp._PROS-9-1	0	0	1	0	2	0
Synechocystis_sp._LKSZ1	0	3	0	0	0	0
Syntrophobotulus_glycolicus	0	0	1	0	0	2
Syntrophotalea_acetylenica	1	0	1	1	0	0
Tardiphaga_sp._709	0	2	0	0	1	0
Tatumella_ptyseos	0	0	0	0	0	3
Terrabacter_sp._BE26	2	1	0	0	0	0
Terriglobus_albidus	0	1	1	1	0	0
Tetragenococcus_halophilus	0	0	0	3	0	0
Thalassomonas_haliotis	0	1	2	0	0	0
Thalassotalea_sp._HSM_43	0	0	0	0	3	0
Thauera_aminoaromatica	0	3	0	0	0	0
Thauera_sp._JM12B12	2	0	0	0	0	1
Thermanaerovibrio_velox	1	2	0	0	0	0
Thermoanaerobacter_kivui	1	1	0	0	0	1
Thermococcus_guaymasensis	0	0	0	0	3	0
Thermodesulfovibrio_yellowstonii	0	2	0	0	1	0
Thermosediminibacter_oceani	2	1	0	0	0	0
Thermosipho_melanesiensis	0	2	0	0	0	1
Thermosynechococcus_sichuanensis	3	0	0	0	0	0
Thermus_aquaticus	1	0	2	0	0	0
Thermus_thermophilus	0	2	0	0	1	0
Thioalkalivibrio_sulfidiphilus	3	0	0	0	0	0
Thiobacillus_sedimenti	1	1	0	0	0	1
Thiocapsa_sp.	1	2	0	0	0	0
Thiolapillus_brandeum	0	3	0	0	0	0
Thiorhodovibrio_winogradskyi	0	3	0	0	0	0
Thiospirochaeta_perfilievii	0	0	0	0	3	0
Tissierella_sp._Yu-01	0	2	1	0	0	0
Toxoplasma_gondii	0	1	0	0	2	0
Treponema_ruminis	0	0	1	1	1	0
Trichoderma_asperellum	0	0	0	0	3	0
Trichoderma_breve	1	0	0	0	2	0
Tropicibacter_oceani	0	0	0	3	0	0
Tsuneonella_dongtanensis	1	1	0	0	0	1
Tsuneonella_sp._CC-YZS046	0	2	1	0	0	0
Turicibacter_sp._TJ11	0	0	0	2	0	1
Undibacterium_cyanobacteriorum	0	2	1	0	0	0
Ustilaginoidea_virens	0	0	0	0	3	0
Vagococcus_fluvialis	0	0	0	0	1	2
Vagococcus_sp._CY52-2	0	0	0	0	1	2
Variovorax_sp._Varisp41	1	0	1	0	0	1
Vibrio_aquimaris	0	2	0	1	0	0
Vibrio_fluvialis	0	0	1	2	0	0
Vibrio_metschnikovii	0	0	0	1	0	2
Vibrio_nigripulchritudo	0	3	0	0	0	0
Virgibacillus_necropolis	0	0	0	0	1	2
Virgibacillus_sp._MSP4-1	0	0	0	1	2	0
Viridibacillus_arvi	0	1	0	1	1	0
Vitreoscilla_massiliensis	0	0	3	0	0	0
Weissella_viridescens	0	0	0	3	0	0
Xanthomonas_axonopodis	3	0	0	0	0	0
Xanthomonas_sp._SI	2	0	1	0	0	0
Xylanimonas_protaetiae	0	2	1	0	0	0
Xylophilus_rhododendri	1	1	1	0	0	0
Xylophilus_sp._GOD-11R	0	1	0	0	0	2
Yersinia_pestis	0	0	3	0	0	0
Yoonia_rhodophyticola	2	0	0	0	1	0
Yoonia_sp._TsM2_T14_4	0	0	0	0	2	1
Zhaonella_formicivorans	2	1	0	0	0	0
uncultured_Cohaesibacter_sp.	0	0	0	0	3	0
uncultured_Pseudomonas_sp.	0	0	0	1	0	2
Acaryochloris_marina	2	0	0	0	0	0
Acetilactobacillus_jinshanensis	1	0	1	0	0	0
Acetoanaerobium_sticklandii	0	0	0	0	2	0
Acetobacter_aceti	0	0	2	0	0	0
Acetobacter_oryzifermentans	0	0	2	0	0	0
Acetobacter_sp._KSO5	0	1	0	0	1	0
Acetobacterium_sp._KB-1	2	0	0	0	0	0
Achromobacter_aegrifaciens	0	0	0	0	0	2
Achromobacter_piechaudii	0	0	1	1	0	0
Achromobacter_seleniivolatilans	0	0	2	0	0	0
Achromobacter_sp._B7	0	0	2	0	0	0
Acidisoma_cladoniae	1	0	1	0	0	0
Acidithiobacillus_montserratensis	0	1	0	0	1	0
Acidovorax_delafieldii	2	0	0	0	0	0
Acidovorax_sp._NCPPB_3576	0	0	0	2	0	0
Acidovorax_sp._T1	1	0	1	0	0	0
Acinetobacter_cumulans	0	0	0	0	2	0
Acinetobacter_schindleri	2	0	0	0	0	0
Acinetobacter_sp._KS-LM10	0	2	0	0	0	0
Acinetobacter_sp._TAC-1	0	0	0	2	0	0
Actinoallomurus_sp._NBC_01490	1	1	0	0	0	0
Actinoalloteichus_caeruleus	0	0	0	0	0	2
Actinoalloteichus_hoggarensis	1	0	0	0	0	1
Actinomyces_faecalis	0	0	0	1	1	0
Actinomyces_marmotae	1	0	0	0	0	1
Actinoplanes_sp._CA-015351	0	0	0	2	0	0
Actinoplanes_sp._N902-109	0	1	1	0	0	0
Actinopolyspora_erythraea	1	0	0	0	1	0
Aequorivita_nionensis	0	0	0	0	0	2
Aerococcus_christensenii	0	0	0	0	0	2
Aerococcus_loyolae	0	0	0	0	2	0
Aerococcus_viridans	0	0	0	0	2	0
Aeromicrobium_duanguangcaii	0	2	0	0	0	0
Aeromicrobium_erythreum	0	1	0	0	1	0
Aeromicrobium_senzhongii	0	1	1	0	0	0
Aeromicrobium_sp._CTD01-1L150	0	0	0	2	0	0
Aeromonas_allosaccharophila	1	1	0	0	0	0
Aeromonas_jandaei	0	0	2	0	0	0
Aeromonas_simiae	0	0	2	0	0	0
Aeromonas_sp._CU5	0	0	0	0	0	2
Agarivorans_sp._TSD2052	0	0	0	1	0	1
Aggregatimonas_sangjinii	0	2	0	0	0	0
Agrobacterium_fabrum	2	0	0	0	0	0
Agrobacterium_rosae	0	1	0	1	0	0
Agrobacterium_sp._rho-13.3	1	0	0	0	1	0
Agromyces_aureus	0	0	2	0	0	0
Agromyces_badenianii	0	0	0	2	0	0
Agromyces_mangrovi	0	0	1	0	1	0
Agromyces_sp._H17E-10	1	0	0	1	0	0
Agromyces_sp._LHK192	1	0	1	0	0	0
Akkermansia_sp._JRP_AM1	2	0	0	0	0	0
Alcaligenes_aquatilis	1	1	0	0	0	0
Alcaligenes_faecalis	2	0	0	0	0	0
Algirhabdus_cladophorae	2	0	0	0	0	0
Algoriphagus_halophilus	0	0	0	0	2	0
Algoriphagus_halophytocola	0	2	0	0	0	0
Algoriphagus_yeomjeoni	0	0	0	0	1	1
Aliinostoc_sp._HNIBRCY26	0	0	0	2	0	0
Allocoleopsis_franciscana	1	0	0	0	0	1
Allosaccharopolyspora_coralli	0	0	0	0	0	2
Alloyangia_sp._H15	0	0	1	0	1	0
Altererythrobacter_arenosus	0	1	1	0	0	0
Altererythrobacter_ishigakiensis	0	1	1	0	0	0
Amaricoccus_sp._B4	2	0	0	0	0	0
Amycolatopsis_acidiphila	1	0	0	0	0	1
Amycolatopsis_carbonis	0	2	0	0	0	0
Amycolatopsis_roodepoortensis	2	0	0	0	0	0
Amycolatopsis_sp._AA4	1	0	0	0	0	1
Amycolatopsis_sp._DG1A-15b	2	0	0	0	0	0
Amycolatopsis_sp._FBCC-B4732	0	0	0	1	1	0
Amycolatopsis_sp._FDAARGOS_1241	0	0	1	1	0	0
Amycolatopsis_sp._FU40	2	0	0	0	0	0
Amycolatopsis_sp._WGS_07	1	1	0	0	0	0
Amycolatopsis_sp._YIM_10	2	0	0	0	0	0
Aneurinibacillus_sp._Ricciae_BoGa-3	0	2	0	0	0	0
Angustibacter_sp._McL0619	0	1	0	0	1	0
Anseongella_ginsenosidimutans	0	1	0	0	1	0
Antarcticibacterium_sp._1MA-6-2	0	0	1	0	1	0
Antiquaquibacter_oligotrophicus	0	2	0	0	0	0
Aquabacter_sp._L1I39	0	2	0	0	0	0
Aquimarina_sp._AD1	0	2	0	0	0	0
Aquitalea_aquatilis	0	1	1	0	0	0
Arachidicoccus_soli	1	1	0	0	0	0
Arcobacter_aquimarinus	0	1	0	0	0	1
Aromatoleum_petrolei	1	0	0	0	0	1
Arsenicicoccus_sp._oral_taxon_190	1	1	0	0	0	0
Arthrobacter_luteolus	1	0	1	0	0	0
Arthrobacter_nitrophenolicus	0	0	0	0	2	0
Arthrobacter_sp._G.S.26	0	0	0	0	2	0
Arthrobacter_sp._Helios	0	0	0	0	2	0
Arthrobacter_sp._KBS0702	0	1	0	1	0	0
Arthrobacter_sp._NEB_688	0	2	0	0	0	0
Arthrobacter_sp._NicSoilB8	0	0	0	0	2	0
Arthrobacter_sp._PM3	1	0	0	0	0	1
Arthrobacter_sp._StoSoilB22	0	1	0	0	1	0
Arthrobacter_sp._StoSoilB5	0	0	2	0	0	0
Arthrobacter_sp._zg-Y20	0	0	0	0	1	1
Arthrobacter_sunyaminii	0	0	0	0	0	2
Aspergillus_nidulans	0	2	0	0	0	0
Aspergillus_puulaauensis	1	0	0	0	0	1
Asticcacaulis_sp._ZE23SCel15	0	2	0	0	0	0
Aurantiacibacter_gangjinensis	0	1	1	0	0	0
Auraticoccus_monumenti	0	0	2	0	0	0
Aureimonas_ureilytica	1	0	1	0	0	0
Azoarcus_olearius	0	0	0	0	2	0
Azoarcus_sp._KH32C	0	0	0	2	0	0
Azospira_restricta	0	0	1	0	1	0
Azospira_sp._I09	0	2	0	0	0	0
Azospirillum_brasilense	1	0	0	0	1	0
Azospirillum_humicireducens	1	0	1	0	0	0
Azospirillum_sp._A29	0	2	0	0	0	0
Azospirillum_sp._HJ39	0	0	2	0	0	0
Babesia_microti	0	0	0	0	0	2
Bacillus_altitudinis	0	0	0	2	0	0
Bacillus_cabrialesii	0	0	0	0	0	2
Bacillus_halotolerans	2	0	0	0	0	0
Bacillus_maqinnsis	0	0	0	0	2	0
Bacillus_shivajii	0	0	0	2	0	0
Bacillus_sp._FSL_M8-0277	0	1	0	0	1	0
Bacillus_sp._FSL_P4-0322	2	0	0	0	0	0
Bacillus_sp._FSL_R5-0422	0	2	0	0	0	0
Bacillus_sp._JAS24-2	0	0	2	0	0	0
Bacillus_sp._N1-1	2	0	0	0	0	0
Bacillus_sp._SCS-153A	0	0	0	1	1	0
Bacillus_sp._ms-22	0	0	0	0	2	0
Bacillus_swezeyi	0	0	1	0	1	0
Bacillus_tequilensis	0	0	0	0	0	2
Baekduia_alba	2	0	0	0	0	0
Beutenbergia_cavernae	1	0	0	1	0	0
Bifidobacterium_crudilactis	0	0	0	0	0	2
Bifidobacterium_sp._ESL0690	1	0	0	0	0	1
Bifidobacterium_sp._ESL0798	0	0	0	2	0	0
Billgrantia_tianxiuensis	2	0	0	0	0	0
Blastochloris_viridis	2	0	0	0	0	0
Blastomonas_marina	0	0	0	0	2	0
Blattabacterium_sp._(Blattella_germanica)	0	0	0	0	0	2
Bordetella_bronchialis	0	1	1	0	0	0
Bordetella_genomosp._9	0	2	0	0	0	0
Bosea_sp._RAC05	1	1	0	0	0	0
Bosea_vestrisii	0	0	0	0	2	0
Brachybacterium_kimchii	0	1	1	0	0	0
Bradyrhizobium_centrosematis	0	0	0	0	0	2
Bradyrhizobium_cosmicum	1	1	0	0	0	0
Bradyrhizobium_erythrophlei	0	2	0	0	0	0
Bradyrhizobium_guangdongense	0	0	0	0	2	0
Bradyrhizobium_ontarionense	0	1	1	0	0	0
Bradyrhizobium_sp._B097	0	1	0	0	1	0
Bradyrhizobium_sp._WD16	0	1	1	0	0	0
Bradyrhizobium_sp._vgs-9	2	0	0	0	0	0
Brevibacillus_borstelensis	0	0	0	0	2	0
Brevibacillus_choshinensis	0	0	1	1	0	0
Brevibacterium_atlanticum	1	1	0	0	0	0
Brevibacterium_linens	0	0	1	1	0	0
Brevibacterium_oceani	0	0	0	2	0	0
Brevibacterium_spongiae	1	0	0	0	0	1
Brevundimonas_olei	0	2	0	0	0	0
Brevundimonas_sp._GW460-12-10-14-LB2	1	0	1	0	0	0
Brevundimonas_sp._LM2	0	1	1	0	0	0
Brucella_melitensis	0	0	0	2	0	0
Burkholderia_cepacia	0	0	2	0	0	0
Burkholderia_contaminans	1	1	0	0	0	0
