Taxonomy	C1	C2	C3	Y1	Y2	Y3
Cuauhnahuacvirus	0	0	0	0	0	0
Cuauhtlivirus	0	0	0	0	0	0
Cucumovirus	0	0	0	0	0	0
Cuernavacavirus	0	0	0	0	0	0
Cuevavirus	0	0	0	0	0	0
Cukevirus	0	0	0	0	0	0
Culicidavirus	0	0	0	0	0	0
Culoivirus	0	0	0	0	0	0
Cultervirus	0	0	0	0	0	0
Cunavirus	0	0	0	0	0	0
Cuniculiplasma	0	0	0	2	0	5
Cupriavidus	59	46	69	7	7	8
Curiovirus	0	0	0	0	0	0
Cursavirus	0	0	0	0	0	0
Curtobacterium	21	22	12	3	5	1
Curtovirus	0	0	0	0	0	0
Curvibacter	0	0	1	0	0	1
Cutaneotrichosporon	1	0	0	0	0	0
Cutibacterium	2	0	4	1	7	2
Cyamitesvirus	0	0	0	0	0	0
Cyanobacterium	0	0	0	1	0	1
Cyanobium	6	13	1	1	2	0
Cybitervirus	0	0	0	0	0	0
Cyclitvirus	0	0	0	0	0	0
Cyclobacterium	0	0	0	2	0	0
Cycloclasticus	0	0	0	0	0	0
Cyclonatronum	0	0	0	0	0	0
Cyclophivirus	0	0	0	0	0	0
Cyclovirus	0	0	0	0	0	0
Cylindrospermopsis	0	0	0	0	3	0
Cylindrospermum	0	0	0	0	1	0
Cymopoleiavirus	0	0	0	0	0	0
Cynoglossusvirus	0	0	0	0	0	0
Cypovirus	0	0	0	0	0	0
Cysteiniphilum	0	5	0	0	0	0
Cystobacter	2	4	9	0	0	0
Cytobacillus	9	13	2	14	8	11
Cytomegalovirus	0	0	0	0	0	0
Cytophaga	0	0	0	0	0	0
Cytorhabdovirus	0	0	0	0	0	0
Cyvirus	0	0	0	0	0	0
Daazvirus	0	0	0	0	0	0
Dabirmavirus	0	0	0	0	2	0
Dactylococcopsis	0	0	0	0	0	0
Dactylosporangium	52	23	26	4	4	7
Daejeonia	0	5	0	0	1	1
Daemvirus	0	0	0	0	0	0
Dagavirus	0	0	0	0	0	0
Dahmuivirus	0	0	0	0	0	0
Dahmuvirus	0	0	0	0	0	0
Daletvirus	0	0	0	0	0	0
Dalianvirus	0	0	0	0	0	0
Damravirus	0	0	0	0	0	0
Dankookia	1	0	0	0	0	0
Daphniairidovirus	0	0	0	0	0	0
Dardanusvirus	0	0	0	0	0	0
Daredevilvirus	0	0	0	0	0	0
Darnbovirus	0	0	0	0	0	0
Debaryomyces	0	0	0	0	1	0
Decadevirus	0	0	0	0	0	0
Decapodiridovirus	0	0	0	0	0	0
Dechloromonas	4	1	9	1	2	0
Dechshavirus	0	0	0	0	0	0
Decurrovirus	0	0	0	0	0	0
Deefgea	0	0	1	0	0	0
Deepoceanvirus	0	0	0	0	0	0
Deferribacter	0	0	0	0	0	0
Defluviicoccus	0	0	0	0	0	0
Defluviitalea	2	24	6	0	4	3
Defluviitoga	0	0	0	1	0	2
Dehalobacter	4	15	5	2	7	2
Dehalobacterium	0	0	0	0	4	1
Dehalococcoides	1	9	2	0	0	3
Dehalogenimonas	4	5	1	0	0	0
Dehgumevirus	0	0	0	0	0	0
Dehkhevirus	0	0	0	0	0	0
Deinococcus	72	50	31	7	11	8
Delepquintavirus	0	0	0	0	0	0
Delftia	25	26	9	0	0	0
Delislevirus	0	0	0	0	0	0
Dellaglioa	0	0	0	0	0	0
Delmidovirus	0	0	0	0	0	5
Deltaarterivirus	0	0	0	0	0	0
Deltabaculovirus	0	0	0	0	0	0
Deltacoronavirus	0	0	0	0	0	0
Deltacystovirus	0	0	0	0	0	0
Deltaentomopoxvirus	0	0	0	0	0	0
Deltaflexivirus	0	0	0	0	0	0
Deltahypovirus	0	0	0	0	0	0
Deltainfluenzavirus	0	0	0	0	0	0
Deltalipothrixvirus	0	0	0	0	0	0
Deltanudivirus	0	0	0	0	0	0
Deltapapillomavirus	0	0	0	0	0	0
Deltapartitivirus	0	0	0	0	0	0
Deltapolyomavirus	0	0	0	0	0	0
Deltaretrovirus	0	0	0	0	0	0
Deltasatellite	0	0	0	0	0	0
Deltascleroulivirus	0	0	0	0	0	0
Deltatectivirus	0	0	0	0	0	0
Deltatorquevirus	0	0	0	0	0	0
Deltavirus	0	0	0	0	0	0
Delusorvirus	0	0	0	0	0	0
Demapteravirus	0	0	0	0	0	0
Demequina	4	1	0	0	2	0
Demiitzamnavirus	0	0	0	0	0	0
Demosthenesvirus	0	0	0	0	0	0
Dendoorenvirus	0	0	0	0	0	0
Denfovirus	0	0	0	0	0	0
Denisevirus	0	0	0	0	0	0
Denitratisoma	0	0	3	0	0	0
Denitrificimonas	0	0	0	0	0	0
Denitrobacterium	17	12	10	3	9	2
Denitromonas	0	0	0	0	0	0
Denitrovibrio	0	0	0	2	2	1
Denvervirus	0	0	0	0	0	0
Depandovirus	0	0	0	0	0	0
Dependoparvovirus	0	0	0	0	0	0
Derbicusvirus	0	0	0	0	0	0
Dermabacter	0	15	0	0	0	0
Dermacoccus	2	0	0	2	2	0
Dermatobacter	1	6	0	0	0	0
Dermatophilus	0	0	0	0	0	0
Desemzia	0	0	3	0	0	4
Deseoctovirus	0	0	0	0	0	0
Desulfarculus	5	2	4	0	0	4
Desulfatibacillum	3	5	0	0	0	0
Desulfitobacterium	25	3	5	2	8	2
Desulfobacca	3	1	0	0	0	0
Desulfobacter	0	3	0	0	0	0
Desulfobacula	0	0	0	0	0	0
Desulfobaculum	0	0	0	0	2	0
Desulfobulbus	4	5	5	0	0	2
Desulfocapsa	0	0	0	0	0	0
Desulfococcus	0	1	1	0	0	0
Desulfocurvibacter	8	5	1	0	1	0
Desulfofarcimen	1	0	3	0	0	0
Desulfoferula	1	2	16	0	0	0
Desulfofundulus	2	2	2	1	0	0
Desulfofustis	2	0	4	0	2	1
Desulfoglaeba	0	1	0	0	0	0
Desulfohalobium	0	0	1	0	0	0
Desulfolithobacter	1	1	1	0	0	1
Desulfoluna	2	6	0	1	2	0
Desulfolutivibrio	2	7	6	1	0	2
Desulfomarina	1	7	0	0	1	0
Desulfomicrobium	23	5	4	0	0	0
Desulfomonile	3	2	5	0	1	0
Desulfonema	0	0	0	0	1	0
Desulfopila	0	0	1	1	0	1
Desulforamulus	5	22	6	0	10	0
Desulforapulum	3	6	3	0	0	0
Desulfosarcina	9	7	11	0	0	6
Desulfoscipio	3	5	9	0	3	1
Desulfosediminicola	1	1	4	0	0	1
Desulfosporosinus	2	0	4	0	9	3
Desulfosudis	1	3	17	0	0	0
Desulfotalea	0	0	0	0	0	0
Desulfotomaculum	0	0	0	0	2	3
Desulfovibrio	8879	3665	4842	1	572	332
Desulfurispirillum	2	9	0	0	2	0
Desulfurivibrio	1	3	1	0	0	0
Desulfurobacterium	0	0	0	4	0	0
Desulfurococcus	0	0	0	0	0	0
Desulfuromonas	11	8	14	1	2	1
Detrevirus	0	0	0	0	0	0
Deurplevirus	0	0	0	0	0	0
Devosia	26	8	18	5	1	10
Devriesea	1	0	0	0	0	0
Dexdertvirus	0	0	0	0	0	0
Dhakavirus	0	0	0	1	0	0
Dhillonvirus	0	0	0	0	0	0
Dialister	137	10	14	3	15	7
Diaminobutyricimonas	0	6	0	0	2	0
Dianlovirus	0	0	0	0	0	0
Dianthovirus	0	0	0	0	0	0
Diaphorobacter	37	7	951	0	0	0
Diatodnavirus	0	0	0	0	0	0
Dibaevirus	0	0	0	0	0	0
Dibbivirus	0	0	0	0	0	0
Dichelobacter	0	0	0	0	0	0
Dichorhavirus	0	0	0	0	0	0
Diciambidensovirus	0	0	0	0	0	0
Dicipivirus	0	0	0	0	0	0
Dickeya	25	9	8	5	1	2
Dictyoglomus	0	0	0	0	0	0
Dictyostelium	0	0	0	0	0	0
Diegovirus	0	0	0	0	0	0
Dietzia	2	1	2	2	0	1
Dihsdivirus	0	0	0	0	0	0
Dilongvirus	0	0	0	0	0	0
Dilzevirus	0	0	0	0	0	0
Dinavirus	0	0	0	0	0	0
Dinodnavirus	0	0	0	0	0	0
Dinornavirus	0	0	0	0	0	0
Dinoroseobacter	0	0	0	0	2	0
Dinovernavirus	0	0	0	0	0	0
Diorhovirus	0	0	0	0	0	0
Dioscovirus	0	0	0	0	0	0
Dismasvirus	0	0	0	0	0	0
Dissulfurimicrobium	0	0	0	0	0	0
Dissulfurispira	0	0	0	0	0	0
Divavirus	0	0	0	0	0	0
Diydovirus	0	0	0	0	0	0
Dobrovirus	0	0	0	0	0	0
Docaquintavirus	0	0	0	0	0	0
Dohlivirus	0	0	0	0	0	0
Dokdonella	0	0	10	0	0	0
Dokdonia	0	1	0	0	0	0
Dolichospermum	0	0	0	0	2	0
Doliuvirus	0	0	0	0	0	0
Dolmabahcevirus	0	0	0	0	0	0
Dolosigranulum	0	0	0	2	0	2
Dolusvirus	0	0	0	0	0	0
Domibacillus	0	0	0	0	0	0
Donellivirus	0	0	0	0	0	0
Dongdastvirus	0	0	0	0	0	0
Dongshaea	2	2	0	0	0	0
Donnerlittchenvirus	0	0	0	0	0	0
Dorea	84	38	351	34029	85374	16319
Dorisvirus	0	0	0	0	0	0
Dortuvirus	0	0	0	0	0	0
Dorudgevirus	0	0	0	0	0	0
Dosmizivirus	0	0	0	0	0	0
Doucettevirus	0	0	0	0	0	0
Douglaswolinvirus	0	0	0	0	0	0
Doupovirus	0	0	0	0	0	0
Dpdavirus	0	0	0	0	0	0
Draconibacterium	1	7	6	4	2	2
Draflysatellite	0	0	0	0	0	0
Dragolirvirus	0	0	0	0	0	0
Dragsmacovirus	0	0	0	0	0	0
Draselvirus	0	0	0	0	0	0
Draycavirus	0	0	0	0	0	0
Drechmeria	0	2	0	0	0	2
Dreytovirus	0	0	0	0	0	0
Drivevirus	0	0	0	0	0	0
Drosmacovirus	0	0	0	0	0	0
Drulisvirus	0	1	0	0	0	0
Drunivirus	0	0	0	0	0	0
Duamitovirus	0	0	0	0	0	0
Dubowvirus	0	0	0	0	0	0
Dubuvirus	0	0	0	0	0	0
Duffyella	0	0	4	0	0	0
Duganella	7	1	2	1	0	0
Dugnivirus	0	0	0	0	0	0
Duhcivirus	0	0	0	0	0	0
Duncaniella	7	13	5	0	1	2
Dunchevirus	0	0	0	0	0	0
Dunedinvirus	0	0	0	0	0	0
Duodecimduovirus	0	0	0	0	0	0
Duodenibacillus	0	2	5	0	1	2
Duonihilunusvirus	0	0	0	0	0	0
Dursuvirus	0	0	0	0	0	0
Dyadobacter	2	3	1	5	4	10
Dybvigvirus	0	0	0	0	0	0
Dyella	8	20	13	4	11	1
Dyochipapillomavirus	0	0	0	0	0	0
Dyodeltapapillomavirus	0	0	0	0	0	0
Dyoepsilonpapillomavirus	0	0	0	0	0	0
Dyoetapapillomavirus	0	0	0	0	0	0
Dyoiotapapillomavirus	0	0	0	0	0	0
Dyokappapapillomavirus	0	0	0	0	0	0
Dyolambdapapillomavirus	0	0	0	0	0	0
Dyomupapillomavirus	0	0	0	0	0	0
Dyonupapillomavirus	0	0	0	0	0	0
Dyoomegapapillomavirus	0	0	0	0	0	0
Dyoomikronpapillomavirus	0	0	0	0	0	0
Dyophipapillomavirus	0	0	0	0	0	0
Dyopipapillomavirus	0	0	0	0	0	0
Dyopsipapillomavirus	0	0	0	0	0	0
Dyorhopapillomavirus	0	0	0	0	0	0
Dyosigmapapillomavirus	0	0	0	0	0	0
Dyotaupapillomavirus	0	0	0	0	0	0
Dyothetapapillomavirus	0	0	0	0	0	0
Dyoupsilonpapillomavirus	0	0	0	0	0	0
Dyoxipapillomavirus	0	0	0	0	0	0
Dyozetapapillomavirus	0	0	0	0	0	0
Dysgonomonas	0	6	0	0	2	5
Dysosmobacter	4897	3207	2626	355	503	669
Eagleeyevirus	0	0	0	0	0	0
Eahsevirus	0	0	0	0	0	0
Eapunavirus	0	0	0	0	0	0
Eastlansingvirus	0	0	0	0	0	0
Ebriosvirus	0	0	0	0	0	0
Eceepunavirus	0	0	0	0	0	0
Echinicola	1	3	0	0	2	0
Eclunavirus	0	0	0	0	0	0
Ectobacillus	0	0	0	0	1	0
Ectopseudomonas	1	19	11	0	2	0
Ectothiorhodosinus	0	0	0	0	0	0
Ectothiorhodospira	5	13	8	0	0	0
Edaphobacter	5	6	0	0	0	0
Edenvirus	0	0	0	0	0	0
Edwardsiella	18	3	2	0	4	1
Edwardsroadvirus	0	0	0	0	0	0
Eerlswavirus	0	0	0	0	0	0
Eerlswovirus	0	0	0	0	0	0
Efbeekayvirus	0	0	0	0	0	0
Efekovirus	0	0	0	0	0	0
Efemquintavirus	0	0	0	0	0	0
Efemunavirus	0	0	0	0	0	0
Effusibacillus	0	0	0	1	1	5
Efquatrovirus	0	0	0	0	0	0
Eganvirus	0	0	0	0	0	0
Egbenema	0	0	0	0	0	0
Eggerthella	1181	58	308	6212	658	8012
Egibacter	4	0	5	0	0	5
Egicoccus	0	0	0	3	0	2
Ehrlichia	0	8	0	3	0	0
Eiauvirus	0	0	0	0	0	0
Eidolonvirus	0	0	0	0	0	0
Eikenella	1	7	4	0	0	0
Eilatmyovirus	0	0	0	0	0	0
Eimeriavirus	0	0	0	0	0	0
Eisenbergiella	450	198	183	125	120	179
Eisenstarkvirus	0	0	0	0	0	0
Ekhidna	0	3	1	4	2	5
Elanorvirus	0	0	0	0	0	0
Elaviroid	0	0	0	0	0	0
Eldridgevirus	0	0	0	0	0	0
Electravirus	0	0	0	0	0	0
Eleftheria	0	0	1	3	0	0
Elemovirus	0	0	0	0	0	0
Elerivirus	0	0	0	0	0	0
Elesarvirus	0	0	0	0	0	0
Elioraea	1	0	0	0	0	0
Elizabethkingia	0	0	0	0	2	0
Elmenteitavirus	0	0	0	0	0	0
Elpedvirus	0	0	0	0	0	0
Elunavirus	0	0	0	0	0	0
Elusimicrobium	0	0	0	0	0	0
Elveevirus	0	0	0	0	0	0
Elvirus	0	0	0	0	0	0
Emalynvirus	0	0	0	0	0	0
Emaravirus	0	0	0	0	0	0
Embleya	0	0	3	0	0	0
Emcearvirus	0	0	0	0	0	0
Emcibacter	0	0	0	1	0	0
Emdodecavirus	0	0	0	0	0	0
Emergencia	7	10	11	50	55	80
Emesvirus	0	0	0	0	0	0
Emirosevirus	0	0	0	0	0	0
Emnonavirus	0	0	0	0	0	0
Empedobacter	0	0	4	0	3	0
Emperorvirus	0	0	0	0	0	0
Empivirus	0	0	0	0	0	0
Emticicia	0	1	0	0	1	0
Enamovirus	0	0	0	0	0	0
Encephalitozoon	0	0	0	0	0	0
Enchivirus	0	0	0	0	0	0
Endehruvirus	0	0	0	0	0	0
Endlipuvirus	0	0	0	0	0	0
Endomicrobium	3	8	0	1	0	0
Endozoicomonas	0	1	1	3	6	0
Enedivirus	0	0	0	0	0	0
Eneladusvirus	0	0	0	0	0	0
Enfavirus	0	0	0	0	0	0
Engelhardtia	4	5	0	0	0	0
Engorgivirus	0	0	0	0	0	0
Enhodamvirus	0	0	0	0	0	0
Enhydrobacter	2	1	0	0	0	0
Enorma	25	5	56	133	40	65
Enquatrovirus	0	0	0	0	0	0
Ensifer	7	2	9	0	0	0
Enterobacter	1000	1552	221	3	18	139
Enterocloster	690	499	3541	979	487	1741
Enterococcus	66	364	46	427	386	424
Enterogokushovirus	0	0	0	0	0	0
Enterovibrio	1	0	0	0	0	0
Enterovirus	0	0	0	0	0	0
Entnonagintavirus	0	0	0	0	0	0
Entomobacter	0	0	0	0	0	0
Entomobirnavirus	0	0	0	0	0	0
Entomomonas	0	0	0	0	0	0
Entomoplasma	0	0	0	0	0	0
Entomospira	0	0	0	0	0	0
Entovirus	0	0	0	0	0	0
Eosonovirus	0	0	0	0	0	0
Eowynvirus	0	0	0	0	0	0
Epaquintavirus	0	0	0	0	0	0
Ephemeroptericola	0	0	0	0	0	0
Ephemerovirus	0	0	0	0	0	0
Epidermidibacterium	1	3	10	0	0	0
Epilithonimonas	0	6	0	0	0	0
Eponavirus	0	0	0	0	0	1
Epseptimavirus	0	0	0	0	0	0
Epsilonarterivirus	0	0	0	0	0	0
Epsilonentomopoxvirus	0	0	0	0	0	0
Epsilonhypovirus	0	0	0	0	0	0
Epsilonpapillomavirus	0	0	0	0	0	0
Epsilonpolyomavirus	0	0	0	0	0	0
Epsilonretrovirus	0	0	0	0	0	0
Epsilonscleroulivirus	0	0	0	0	0	0
Epsilontectivirus	0	0	0	0	0	0
Epsilontorquevirus	0	0	0	0	0	0
Equispumavirus	0	0	0	0	0	0
Eracentumvirus	0	0	0	0	0	0
Eragrovirus	0	0	0	0	0	0
Erbovirus	0	0	0	0	0	0
Ereboglobus	3	0	1	0	0	0
Eremothecium	0	2	0	2	4	4
Ericdabvirus	0	0	0	0	0	0
Ermolevavirus	0	0	0	0	0	0
Errantivirus	0	0	0	0	0	0
Erskinevirus	0	0	0	0	0	0
Erwinia	18	8	15	1	4	3
Erysipelothrix	0	0	0	2	4	1
Erythrobacter	15	8	15	8	2	1
Erythroparvovirus	0	0	0	0	0	0
Escherichia	11738	439	123569	416	387	11335
Eshraghiella	32	29	29	42	101	73
Estrella	0	0	0	0	0	0
Etaarterivirus	0	0	0	0	0	0
Etahypovirus	0	0	0	0	0	0
Etapapillomavirus	0	0	0	0	0	0
Etapolyomavirus	0	0	0	0	0	0
Etatorquevirus	0	0	0	0	0	0
Etdyvivirus	0	0	0	0	0	0
Ethanoligenens	84	63	56	5	6	6
Eubacterium	221	203	251	1248	2305	2254
Euhalothece	0	0	0	0	0	0
Eurybiavirus	0	0	0	0	0	0
Euzebya	8	8	3	0	0	0
Euzebyella	0	0	0	0	0	0
Evansella	0	0	0	0	0	1
Evevirus	0	0	0	0	0	0
Ewingella	0	0	0	0	0	0
Exceevirus	0	0	0	0	0	0
Exiguobacterium	6	18	14	1	6	1
Eyrevirus	0	0	0	0	0	0
Ezakiella	0	3	1	0	8	1
Fabavirus	0	0	0	0	0	0
Fabenesatellite	0	0	0	0	0	0
Facklamia	0	0	0	0	6	1
Fadolivirus	0	0	0	0	0	0
Faecalibacillus	3	22	62	33328	8903	16629
Faecalibacter	0	0	2	0	0	0
Faecalibacterium	10516	29212	13110	3482	19806	16682
Faecalibaculum	10	3	3	1	1	7
Faecalimonas	0	26	5	3661	281	406
Fagihovirus	0	0	0	0	0	0
Fagihyuvirus	0	0	0	0	0	0
Fahrmivirus	0	0	0	0	0	0
Fairfaxidumvirus	0	0	0	0	0	0
Faithunavirus	0	0	0	0	0	0
Fajavirus	0	0	0	0	0	0
Falsibacillus	0	0	0	0	0	0
Falsihalocynthiibacter	7	0	1	0	0	0
Falsirhodobacter	0	0	0	0	0	0
Fannyhessea	0	1	0	23	4	45
Farahnazvirus	0	0	0	0	0	0
Fastidiosipila	0	15	1	0	2	0
Fattrevirus	0	0	0	0	0	0
Faucicola	0	0	4	0	0	3
Faunusvirus	0	0	0	0	0	0
Faustvirus	0	0	0	0	0	0
Febihevirus	0	0	0	0	0	0
Fejonovirus	0	0	0	0	0	0
Felismacovirus	0	0	0	0	0	0
Felispumavirus	0	0	0	0	0	0
Felixounavirus	0	0	0	0	0	0
Felsduovirus	0	0	0	0	0	0
Fengtaivirus	0	0	0	0	0	0
Fenollaria	0	1	1	0	4	2
Feofaniavirus	0	0	0	0	0	0
Ferahgovirus	0	0	0	0	0	0
Feravirus	0	0	0	0	0	0
Ferlavirus	0	0	0	0	0	0
Fernvirus	0	0	0	0	0	0
Ferozepurvirus	0	0	0	0	0	0
Ferribacterium	4	1	1	2	0	0
Ferrigenium	3	0	0	0	0	1
Ferrimonas	4	7	0	0	1	2
Ferriphaselus	0	0	0	0	0	0
Ferroglobus	0	0	0	0	0	0
Ferroplasma	0	0	0	0	0	0
Ferrovibrio	6	1	2	3	0	0
Ferrovum	0	2	0	0	0	0
Ferruginibacter	0	1	0	0	0	0
Fervidibacillus	0	0	0	0	0	0
Fervidicoccus	0	0	0	0	0	0
Fervidobacterium	0	0	0	0	0	0
Fibralongavirus	0	0	0	0	0	0
Fibrella	0	1	0	0	0	0
Fibrisoma	0	0	0	0	0	0
Fibrobacter	2	0	12	1	1	0
Fibrovirus	0	0	0	0	0	0
Ficleduovirus	0	0	0	0	0	0
Fictibacillus	0	2	1	1	7	0
Fidelibacter	1	1	0	0	1	1
Fifivirus	0	0	0	0	0	0
Fijivirus	0	0	0	0	0	0
Filifactor	0	0	3	2	3	1
Filimonas	0	0	0	0	0	0
Filomicrobium	0	0	0	0	0	0
Fimbriimonas	1	2	1	0	0	0
Finchvirus	0	0	0	0	0	0
Finegoldia	1	26	0	17	7	13
Finkelvirus	0	0	0	0	0	0
Finnlakevirus	0	0	0	0	0	0
Fionnbharthvirus	0	0	0	0	0	0
Fipivirus	0	0	0	0	0	0
Fipvunavirus	0	0	0	0	0	2
Firavirus	0	0	0	0	0	0
Firehammervirus	0	0	0	0	0	0
Firingavirus	0	0	0	0	0	0
Firunevirus	0	0	0	0	0	0
Fischerella	0	1	0	1	0	0
Fischettivirus	0	0	0	0	0	0
Fishburnevirus	0	0	0	0	0	0
Fiyodovirus	0	0	0	0	0	0
Flagellatimonas	0	1	0	0	0	0
Flagellimonas	1	8	5	2	4	1
Flammeovirga	0	0	0	0	6	0
Flaumdravirus	0	0	0	0	0	0
Flaviflexus	3	5	3	0	0	0
Flavihumibacter	0	0	1	0	0	0
Flaviramulus	0	0	0	0	0	0
Flavisolibacter	0	1	2	0	1	0
Flavivirga	0	0	0	10	1	12
Flavobacterium	1	49	14	13	25	14
Flavonifractor	2052	1564	1867	213	237	441
Fletchervirus	0	0	0	0	0	0
Flexistipes	0	0	0	0	0	0
Flintibacter	518	366	291	152	96	115
Flocculibacter	0	0	0	0	0	0
Floricoccus	0	0	0	0	0	0
Flowerpowervirus	0	0	0	0	0	0
Fluoribacter	0	0	0	0	0	1
Fluruvirus	0	0	0	0	0	0
Fluviibacter	2	0	0	0	0	0
Fluviicola	0	3	0	0	0	0
Fluviispira	0	0	0	0	0	0
Fodinisporobacter	0	0	0	0	0	1
Foetvirus	0	0	0	0	0	0
Fohxhuevirus	0	0	0	0	76	0
Fontisphaera	0	2	0	0	0	0
Fontisubflavum	5	3	0	0	3	0
Fontivita	8	0	0	0	0	0
Footloosevirus	0	0	0	0	0	0
Formicincola	1	0	1	0	0	0
Formivirus	0	0	0	0	0	0
Formosa	0	0	0	0	5	0
Forzavirus	0	0	0	0	0	0
Foturvirus	0	0	0	0	0	0
Foussvirus	0	0	0	0	0	0
Foveavirus	0	0	0	0	0	0
Fowlmouthvirus	0	0	0	0	0	0
Foxborovirus	0	0	0	0	0	0
Foxquatrovirus	0	0	0	0	0	0
Foxunavirus	0	0	0	0	0	0
Francisella	0	1	2	0	1	0
Franconibacter	4	1	7	0	0	0
Frankia	3	8	1	0	0	1
Franklinbayvirus	0	0	0	0	0	0
Fraservirus	0	0	0	0	0	0
Frateuria	1	0	0	0	0	0
Frederiksenia	0	0	0	0	1	0
Fremauxvirus	0	0	0	0	0	0
Fretibacter	0	0	0	0	0	0
Fretibacterium	17	9	3	1	8	4
Freyavirus	0	0	0	0	0	0
Friedmanniella	3	1	0	0	0	0
Frigidibacter	16	0	0	0	0	0
Frigoribacterium	0	0	8	0	1	0
Frigoriglobus	0	0	1	0	0	0
Frischella	0	0	0	2	0	2
Friunavirus	0	0	0	0	0	0
Frobavirus	0	0	0	0	0	0
Fromanvirus	1	0	0	0	0	0
Frondihabitans	0	0	0	0	0	0
Fructilactobacillus	1	5	7	2	2	8
Fructobacillus	0	0	1	0	0	0
Fudhoevirus	0	0	0	0	0	0
Fuerstiella	0	1	0	1	0	0
Fukuivirus	0	0	0	0	0	0
Fulvia	0	0	0	0	4	2
Fulvitalea	2	0	14	0	0	0
Fulvivirga	0	0	0	0	1	5
Fundicoccus	2	0	0	0	1	0
Furfurilactobacillus	0	0	0	0	0	0
Furovirus	0	0	0	0	0	0
Fusagravirus	0	0	0	0	0	0
Fusarium	7	8	16	2	4	4
Fuscovulum	0	0	0	0	0	1
Fusibacter	0	0	0	5	5	6
Fusicatenibacter	0	0	0	0	0	0
Fusobacterium	2	34	1	108	29	50
Fussvirus	0	0	0	0	0	0
Fuzanglongvirus	0	0	0	0	0	0
Gahlovirus	0	0	0	0	0	0
Gahmegovirus	0	0	0	0	0	0
Gaiavirus	0	0	0	0	0	0
Gajwadongvirus	0	0	0	0	0	0
Galateavirus	0	0	0	0	0	0
Galaxyvirus	0	0	0	0	0	0
Galbibacter	0	0	0	0	0	0
Galenevirus	0	0	0	0	0	0
Gallaecimonas	6	8	0	0	2	0
Gallantivirus	0	0	0	0	0	0
Gallibacterium	1	3	0	4	0	0
Gallionella	0	0	1	0	0	0
Gallivirus	0	0	0	0	0	0
Galunavirus	0	0	0	0	0	0
Galvastonvirus	0	0	0	0	0	0
Galvornvirus	0	0	0	0	0	0
Gamaleyavirus	0	0	0	0	0	0
Gambievirus	0	0	0	0	0	0
Gammaarterivirus	0	0	0	0	0	0
Gammabaculovirus	0	0	0	0	0	0
Gammacarmovirus	0	0	0	0	0	0
Gammacoronavirus	0	0	0	0	0	0
Gammacystovirus	0	0	0	0	0	0
Gammacytorhabdovirus	0	0	0	0	0	0
Gammaflexivirus	0	0	0	0	0	0
Gammafusarivirus	0	0	0	0	0	0
Gammahypovirus	0	0	0	0	0	0
Gammainfluenzavirus	0	0	0	0	0	0
Gammanucleorhabdovirus	0	0	0	0	0	0
Gammanudivirus	0	0	0	0	0	0
Gammapapillomavirus	0	0	0	0	0	0
Gammapartitivirus	0	0	0	0	0	0
Gammaplatrhavirus	0	0	0	0	0	0
Gammapleolipovirus	0	0	0	0	0	0
Gammapolyomavirus	0	0	0	0	0	0
Gammaretrovirus	0	0	0	0	0	0
Gammaricinrhavirus	0	0	0	0	0	0
Gammascleroulivirus	0	0	0	0	0	0
Gammatectivirus	0	0	0	0	0	0
Gammatorquevirus	0	0	0	0	0	0
Gamtrevirus	0	0	0	0	0	0
Ganiavirus	0	0	0	0	0	0
Gaopeijia	1	3	0	0	0	0
Gaoshiqia	1	4	0	0	0	0
Gaprivervirus	0	0	0	0	0	0
Gardnerella	2	2	5	10	6	17
Garnievirus	0	0	0	0	0	0
Garovuvirus	0	0	0	0	0	0
Gaunavirus	0	0	0	0	0	0
Gayadomonas	0	0	0	0	0	0
Gediminasvirus	0	0	0	0	0	0
Geezettvirus	0	0	0	0	0	0
Gegavirus	0	0	0	0	0	0
Gegevirus	0	0	0	0	0	0
Gehnevirus	0	0	0	0	0	0
Gehrmavirus	0	0	0	0	0	0
Geitlerinema	0	0	2	0	4	0
Gelderlandvirus	0	0	0	0	0	0
Gelria	10	30	24	0	0	2
Gemella	1	10	1	257	196	260
Geminocystis	0	1	0	0	2	0
Gemmata	15	6	4	3	0	0
Gemmatimonas	2	5	8	4	0	0
Gemmatirosa	0	4	0	0	0	1
Gemmobacter	1	2	0	0	0	0
Gemsvirus	0	0	0	0	0	0
Gemycircularvirus	0	0	0	0	0	0
Gemyduguivirus	0	0	0	0	0	0
Gemygorvirus	0	0	0	0	0	0
Gemykibivirus	0	0	0	0	0	0
Gemykolovirus	0	0	0	0	0	0
Gemykrogvirus	0	0	0	0	0	0
Gemykroznavirus	0	0	0	0	0	0
Gemytondvirus	0	0	0	0	0	0
Gemytripvirus	0	0	0	0	0	0
Gemyvongvirus	0	0	0	0	0	0
Geoalkalibacter	10	13	2	0	1	3
Geobacillus	3	9	71	1	0	3
Geobacter	9	24	17	1	2	0
Geochorda	9	1	3	0	0	0
Geodermatophilus	8	6	3	0	0	0
Geoglobus	0	0	0	0	1	0
Geomonas	12	11	9	0	4	3
Geopseudomonas	0	1	0	0	0	0
Georgenia	4	3	4	0	1	5
Georhizobium	1	0	3	5	0	0
Geosporobacter	0	1	2	0	5	4
Geotalea	4	7	1	1	0	1
Geothrix	23	17	14	3	0	0
Geovibrio	1	0	0	0	0	0
