# Pathway	C1	C2	C3	C4	C5	C6	E1	E2	E3	E4	E5	E6	H1	H2	H3	H4	H5	H6
PWY-5695: inosine 5'-phosphate degradation	0.000471203	0.000542807	0.000557867	0.00051573	0.000515859	0.000494644	0.000414329	0.000376553	0.000355642	0.000416657	0.000370398	0.000402261	0.000343611	0.000435555	0.000511946	0.000464561	0.0003371	0.00041861
PWY-5705: allantoin degradation to glyoxylate III	0	3.37706e-07	0	1.14372e-05	6.97147e-06	3.35966e-06	6.52903e-05	6.93888e-06	3.91424e-05	2.54952e-05	2.93246e-05	1.66736e-05	1.89414e-06	3.79526e-07	4.27625e-07	0	1.10972e-06	3.42095e-06
PWY-5723: Rubisco shunt	2.65479e-05	3.5569e-05	2.72942e-06	8.0975e-05	9.54844e-05	5.49674e-05	0.000280569	0.000424233	0.000443856	0.00026475	0.000266095	0.000152048	2.61089e-05	1.77259e-05	1.57119e-05	2.64895e-06	7.16716e-05	6.75914e-05
PWY-5724: superpathway of atrazine degradation	0	0	0	0	9.54863e-07	0	0	0	0	0	4.50163e-07	0	2.4244e-07	0	0	0	3.38028e-07	0
PWY-5747: 2-methylcitrate cycle II	4.28377e-07	0	0	4.7949e-06	1.09704e-05	3.49608e-06	7.59232e-06	4.86668e-05	3.53973e-05	3.64909e-05	4.31676e-05	3.08361e-05	2.14743e-06	2.05364e-06	1.31749e-06	3.39939e-07	6.1335e-06	1.57719e-05
PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis	0.000100523	1.97959e-05	4.02878e-05	9.37278e-05	4.93006e-05	1.79013e-05	0.000117972	0.000376596	0.000239741	0.000124983	0.000121738	9.25935e-05	1.10652e-05	1.23789e-05	1.0871e-05	1.4239e-06	3.95534e-05	4.53924e-05
PWY-5838: superpathway of menaquinol-8 biosynthesis I	0.000174348	6.10973e-05	0.000115369	0.000211778	0.000130488	5.61507e-05	0.00015705	0.000258275	0.00025264	0.000179032	0.000198566	0.000178415	3.06637e-05	3.48739e-05	3.24973e-05	4.73102e-06	7.12532e-05	7.71105e-05
PWY-5840: superpathway of menaquinol-7 biosynthesis	6.22821e-05	2.76783e-05	6.98028e-05	9.71658e-05	0.000106317	4.11901e-05	0.000147238	0.000237126	0.000214675	0.000152373	0.000180906	0.000127905	2.51637e-05	2.37781e-05	2.75352e-05	4.53123e-06	6.50169e-05	5.17046e-05
PWY-5845: superpathway of menaquinol-9 biosynthesis	0.000108038	2.76783e-05	6.98028e-05	0.000189265	0.000127182	5.03475e-05	0.000147238	0.000237126	0.000214675	0.000152373	0.000180906	0.000167883	2.51398e-05	2.84624e-05	2.94085e-05	4.65786e-06	6.50169e-05	5.17046e-05
PWY-5850: superpathway of menaquinol-6 biosynthesis	6.22821e-05	2.76783e-05	6.98028e-05	9.71658e-05	0.000106317	4.11901e-05	0.000147238	0.000237126	0.000214675	0.000152373	0.000180906	0.000127905	1.67973e-05	2.37781e-05	1.27924e-05	2.40818e-06	6.50169e-05	5.17046e-05
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)	2.97149e-06	2.98429e-06	1.0455e-07	6.37002e-06	5.59395e-06	1.35008e-06	3.98832e-05	4.52366e-05	9.4792e-05	3.99817e-05	2.23287e-05	1.51546e-05	4.44776e-06	5.33523e-06	2.84691e-07	0	7.38754e-06	1.30744e-05
PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I	4.53293e-05	1.8841e-05	4.89649e-05	6.99755e-05	7.72142e-05	2.83612e-05	0.000119971	0.00031875	0.000180714	0.000132299	0.000175937	9.92567e-05	1.15223e-05	1.64155e-05	8.67921e-06	1.613e-06	4.91306e-05	3.74146e-05
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I	0.000151969	4.26758e-05	8.37837e-05	0.000168461	9.67342e-05	3.91286e-05	0.000129889	0.000335679	0.000223034	0.000164129	0.000202165	0.000148043	2.1549e-05	2.44818e-05	2.26665e-05	3.18327e-06	5.45415e-05	5.82438e-05
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis	8.43112e-05	1.8841e-05	4.89649e-05	0.000147523	9.40168e-05	3.49212e-05	0.000119971	0.00031875	0.000180714	0.000132299	0.000175937	0.00013732	1.74964e-05	1.9788e-05	2.04223e-05	3.1336e-06	4.91306e-05	3.74146e-05
PWY-5896: superpathway of menaquinol-10 biosynthesis	6.22821e-05	2.76783e-05	6.98028e-05	9.71658e-05	0.000106317	4.11901e-05	0.000147238	0.000237126	0.000214675	0.000152373	0.000180906	0.000127905	1.67973e-05	2.37781e-05	1.27924e-05	2.40818e-06	6.50169e-05	5.17046e-05
PWY-5897: superpathway of menaquinol-11 biosynthesis	0.000171032	5.47383e-05	0.000104508	0.000201209	0.000121669	4.99622e-05	0.000154886	0.000262114	0.00025519	0.000176936	0.000199595	0.000172381	2.82859e-05	3.29093e-05	2.98722e-05	4.17731e-06	7.82639e-05	8.5463e-05
PWY-5898: superpathway of menaquinol-12 biosynthesis	0.000171032	5.47383e-05	0.000104508	0.000201209	0.000121669	4.99622e-05	0.000154886	0.000262114	0.00025519	0.000176936	0.000199595	0.000172381	2.82859e-05	3.29093e-05	2.98722e-05	4.17731e-06	7.82639e-05	8.5463e-05
PWY-5899: superpathway of menaquinol-13 biosynthesis	0.000171032	5.47383e-05	0.000104508	0.000201209	0.000121669	4.99622e-05	0.000154886	0.000262114	0.00025519	0.000176936	0.000199595	0.000172381	2.82859e-05	3.29093e-05	2.98722e-05	4.17731e-06	7.82639e-05	8.5463e-05
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	2.22544e-05	0	0	7.36488e-06	0	0	0	0	0	0	0	0	2.99333e-06	0	3.41323e-06	1.80089e-06	8.15355e-07	1.76145e-06
PWY-5913: partial TCA cycle (obligate autotrophs)	8.20293e-05	1.8264e-05	2.13047e-05	7.27616e-05	9.06713e-05	2.86326e-05	0.000159753	0.000493276	0.000353389	0.000219002	0.000360192	0.000155984	3.65777e-05	2.13626e-05	2.092e-05	3.29404e-05	0.00014108	7.05824e-05
PWY-5918: superpathway of heme b biosynthesis from glutamate	3.55967e-05	1.76223e-05	4.95911e-06	6.86733e-05	6.21421e-05	2.56262e-05	0.000154091	0.000295544	0.000245421	0.000188774	0.000147657	9.66119e-05	1.65473e-05	1.2582e-05	1.55738e-05	2.60753e-06	4.78092e-05	5.67596e-05
PWY-5920: superpathway of heme b biosynthesis from glycine	1.25814e-05	1.11327e-05	1.63722e-06	4.35797e-05	4.55374e-05	1.57599e-05	0.000106015	0.000192206	0.000209295	9.28e-05	0.000100806	7.68335e-05	1.05175e-05	7.60392e-06	8.8993e-06	9.92581e-07	2.97303e-05	3.66025e-05
PWY-5941: glycogen degradation II	0.000337007	0.00035123	0.000225171	0.000267951	0.00034576	0.000219666	0.000405779	0.000552815	0.000447098	0.000381542	0.000887017	0.000282281	0.000410877	0.000335298	0.00051909	0.000621696	0.000561603	0.000490684
PWY-5971: palmitate biosynthesis (type II fatty acid synthase)	0.000277838	0.000137307	9.46431e-05	0.000276713	0.000264103	6.17342e-05	0.000316298	0.000414277	0.000444847	0.000193592	0.000290842	0.000270353	6.15933e-05	8.52426e-05	9.06224e-05	3.83868e-05	0.000110372	0.000170829
PWY-5972: stearate biosynthesis I (animals)	0	3.89784e-06	0	5.19136e-06	1.06751e-05	3.40828e-06	4.14067e-06	0	5.59861e-06	0	5.45256e-06	0	9.18631e-07	9.39153e-07	4.02744e-06	5.23055e-07	0	2.01412e-06
PWY-5973: cis-vaccenate biosynthesis	0.000439591	0.000396129	0.000470072	0.000465477	0.000449512	0.000418621	0.000290035	0.000396673	0.000370032	0.00015284	0.000249005	0.000357311	0.000237521	0.000292437	0.00032903	0.000164169	0.00014543	0.000220306
PWY-5981: CDP-diacylglycerol biosynthesis III	8.09393e-05	1.54227e-06	0	2.32872e-05	1.07401e-05	2.06978e-06	5.54275e-05	0.000126802	6.01504e-05	4.53932e-05	4.74808e-05	1.79829e-05	1.77573e-05	9.96868e-06	7.56949e-06	1.64876e-06	1.33205e-05	3.22103e-05
PWY-5989: stearate biosynthesis II (bacteria and plants)	0.000254736	0.000138713	0.000160361	0.000274699	0.000224503	4.77858e-05	0.000286099	0.000409905	0.00038274	0.000155937	0.000259316	0.000250646	5.96676e-05	5.99078e-05	6.63319e-05	2.83542e-05	0.000124777	0.000141923
PWY-5994: palmitate biosynthesis (type I fatty acid synthase)	0	3.51037e-06	0	0	0	0	0	0	0	1.12924e-06	1.17757e-05	0	5.62186e-06	0	0	7.91096e-06	0	0
PWY-6071: superpathway of phenylethylamine degradation	0	0	0	0	3.92801e-06	7.59488e-07	9.88781e-07	7.62247e-06	0	4.12321e-06	1.16946e-05	3.33171e-06	0	0	0	0	4.84655e-07	1.80037e-06
PWY-6084: 3,5-dichlorocatechol degradation	0	0	0	0	0	0	0	0	0	1.21552e-06	2.25223e-07	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	0.000470372	0.000493611	0.000553226	0.000495115	0.0005086	0.000464049	0.000403795	0.000388263	0.000369364	0.000547233	0.000534894	0.000350042	0.000348616	0.000419552	0.000558474	0.000577473	0.000405909	0.000421616
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	0.000471473	0.00048716	0.000558868	0.000561715	0.000513484	0.000471234	0.000417944	0.000409134	0.000454296	0.000579151	0.000549796	0.000360078	0.000356312	0.000428951	0.000570981	0.00057262	0.000416216	0.000453525
PWY-6123: inosine-5'-phosphate biosynthesis I	0.000466421	0.000515477	0.000521855	0.000448169	0.000476981	0.000454163	0.000244998	0.000239423	0.000233355	0.000348967	0.000296153	0.00032374	0.000250667	0.000306182	0.000274551	0.000342183	0.000229151	0.000232125
PWY-6124: inosine-5'-phosphate biosynthesis II	0.000472861	0.000514356	0.000527575	0.000431342	0.000463544	0.000443237	0.000235511	0.00017836	0.000210931	0.000326113	0.000310303	0.000319317	0.000231731	0.000281315	0.000241137	0.000316397	0.000210099	0.00020988
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	0.000361627	0.000257644	0.00029278	0.000327814	0.000175894	0.000320141	0.000136959	0.000332954	0.000230719	0.00021206	0.000193041	0.000320143	0.0001566	0.000152227	0.000124046	0.000211866	0.000123279	0.000139126
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	0.000432723	0.000320349	0.00036058	0.00039962	0.000234724	0.000369743	0.000179463	0.000286705	0.000239102	0.000277822	0.000228217	0.000346039	0.000205326	0.000208644	0.000173748	0.000283308	0.000164658	0.000185233
PWY-6138: CMP-N-acetylneuraminate biosynthesis I (eukaryotes)	0	0	0	1.86979e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6143: CMP-pseudaminate biosynthesis	0	0	9.14839e-05	5.39047e-05	2.35581e-05	0	0	0	0	0	0	0	3.02264e-06	1.5132e-06	5.17714e-06	1.12601e-05	1.3934e-06	0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	0.000295965	0.000389652	0.000416257	0.000292037	0.000319602	0.00041448	9.13788e-05	0.000371984	0.000225034	0.000222013	0.000179075	0.000281329	0.000148405	8.99763e-05	0.000135529	8.3644e-05	0.000116765	0.000229603
PWY-6151: S-adenosyl-L-methionine salvage I	0.000344948	0.00026976	0.000399175	0.000436138	0.000391502	0.00035495	0.000322817	0.000318259	0.000233587	0.000289092	0.000516885	0.000283147	0.000348891	0.000455165	0.000495061	0.000506507	0.00042032	0.000458122
PWY-6160: 3-dehydroquinate biosynthesis II (archaea)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74634e-06	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	0.000415545	0.000512498	0.000505114	0.000513661	0.000507566	0.00041675	0.000380323	0.000449595	0.000255242	0.000453234	0.000441428	0.000335279	0.000407538	0.000559168	0.000737312	0.000665024	0.00052664	0.000511095
PWY-6165: chorismate biosynthesis II (archaea)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.25901e-06	0
PWY-6167: flavin biosynthesis II (archaea)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5745e-06	1.78626e-06
PWY-6168: flavin biosynthesis III (fungi)	0.000103907	0.000173485	0.000164676	0.000140403	0.000176868	0.000194323	0.00023376	0.000137444	0.000173575	0.000243365	0.000117939	0.000209368	3.06222e-05	2.62008e-05	5.03628e-05	6.75508e-05	3.20129e-05	9.39777e-05
PWY-6174: mevalonate pathway II (haloarchaea)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.49891e-07	0
PWY-6182: superpathway of salicylate degradation	8.65036e-06	0	6.69003e-07	0	1.13797e-06	0	5.58971e-07	0.000118828	0	1.22616e-05	5.90826e-06	0	4.28153e-06	4.28653e-06	0	0	1.81248e-05	2.0333e-06
PWY-6185: 4-methylcatechol degradation (ortho cleavage)	1.13593e-05	0	1.43705e-06	0	1.31738e-06	0	4.7455e-07	0.000102614	0	1.41637e-05	6.29128e-06	0	3.98046e-06	6.54446e-06	0	0	1.92905e-05	2.83567e-06
PWY-6210: 2-aminophenol degradation	1.38593e-07	0	0	0	2.50228e-07	5.17312e-07	9.59865e-07	8.45408e-05	0	4.99712e-07	0	0	7.05743e-07	1.93178e-07	0	0	4.92632e-06	1.19317e-06
PWY-6215: 4-chlorobenzoate degradation	0	0	0	0	1.43378e-06	0	2.42784e-06	7.91198e-06	0	8.90322e-06	7.92635e-06	0	6.29525e-07	3.99875e-07	8.6012e-07	0	7.32083e-07	2.36874e-06
PWY-621: sucrose degradation III (sucrose invertase)	0.000175492	0.000121525	8.48168e-05	9.52272e-05	0.000122103	7.11192e-05	0.000117532	0.000526785	0.000221552	0.00019232	0.000313286	0.000113658	6.42448e-05	9.31542e-05	0.000115494	0.000177737	0.000146129	9.1585e-05
PWY-622: starch biosynthesis	0	1.98742e-05	0	0	7.21651e-06	8.34771e-06	0	2.18243e-06	0	0	0.000369569	0	3.00925e-05	0	0	9.67946e-05	6.32555e-05	0
PWY-6270: isoprene biosynthesis I	0.000264553	0.000339206	0.000173594	0.000186385	0.000240178	0.000307792	0.000262286	0.000314568	0.000228746	0.00034036	0.000294048	0.000263656	0.000217645	0.000218226	0.000232808	0.000299626	0.000232024	0.000285984
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	0.000471473	0.00048716	0.000558868	0.000561715	0.000513484	0.000471234	0.000417944	0.000409134	0.000454296	0.000579151	0.000549796	0.000360078	0.000356312	0.000428951	0.000570981	0.00057262	0.000416216	0.000453525
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	0.000261262	0.000138294	0.000161684	0.000281039	0.000233113	4.78447e-05	0.000295485	0.000442575	0.000418285	0.000165291	0.000285101	0.000249906	6.00689e-05	6.31536e-05	6.80609e-05	2.83767e-05	0.000123689	0.00015046
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	8.81636e-05	1.62437e-05	7.93683e-06	6.06571e-05	8.40326e-05	1.4365e-05	0.000197763	0.00011703	0.000281682	0.000152998	0.000154766	0.000118475	9.54372e-06	3.66172e-05	3.00993e-05	1.13631e-05	2.08348e-05	0.000101162
PWY-6285: superpathway of fatty acids biosynthesis (E. coli)	0.000137953	2.46585e-05	1.53305e-05	0.000102335	0.000122472	2.43312e-05	0.000238494	0.000186097	0.000329009	0.0001759	0.000192311	0.000155838	1.73181e-05	4.83913e-05	3.69311e-05	1.11704e-05	3.66033e-05	0.000125552
PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)	1.34201e-05	2.76242e-05	5.89764e-06	2.65024e-05	1.9218e-05	4.45427e-05	3.26652e-06	0.000248333	1.05313e-06	1.95301e-05	8.48182e-06	8.56676e-08	5.6935e-05	7.20524e-05	6.03817e-05	0.00014844	7.60191e-05	7.86038e-05
PWY-6293: superpathway of L-cysteine biosynthesis (fungi)	1.52149e-05	5.88136e-06	1.02678e-06	2.28256e-05	2.57839e-05	8.43886e-06	7.67931e-06	7.63678e-05	2.50626e-06	3.62579e-05	1.86054e-05	2.13399e-07	8.19151e-06	1.36217e-05	7.48923e-06	7.0553e-07	3.63381e-05	1.5478e-05
PWY-6305: superpathway of putrescine biosynthesis	5.0899e-05	8.35479e-05	4.51569e-05	0.000119247	0.000103514	5.58532e-05	0.000192412	0.000551881	0.000458178	0.000152118	0.000180751	0.000171854	2.04625e-05	2.85404e-05	2.72279e-05	4.17085e-05	8.94961e-05	9.66153e-05
PWY-6317: D-galactose degradation I (Leloir pathway)	0.000279302	0.000132807	0.000135487	0.000160566	0.000181835	0.00010632	0.000298754	0.000322995	0.000322221	0.000193911	0.000278929	0.000193806	0.00023749	0.000229412	0.000324615	0.000381043	0.000276222	0.000319907
PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)	0	5.96443e-07	0	3.87101e-06	3.87374e-06	2.27307e-06	6.43096e-06	1.54743e-05	3.70532e-06	1.5718e-05	7.0354e-06	9.59653e-07	0	6.58319e-07	1.43861e-06	3.09231e-07	1.45041e-06	1.83429e-06
PWY-6328: L-lysine degradation X	4.31782e-07	3.04441e-07	0	4.69242e-06	5.00752e-06	3.43968e-06	5.99813e-05	1.95126e-05	0.000119633	5.37555e-05	1.36409e-05	2.20743e-05	4.55091e-07	0	1.33366e-06	9.48423e-08	8.79883e-07	2.81461e-06
PWY-6349: CDP-archaeol biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.73155e-06	5.80028e-07
PWY-6350: archaetidylinositol biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33348e-06	0
PWY-6353: purine nucleotides degradation II (aerobic)	6.28453e-05	5.63896e-05	2.61507e-05	0.000158332	0.000191275	0.000128753	0.000364591	0.000326496	0.000326521	0.000271386	0.000205768	0.000219413	5.86794e-05	9.18707e-05	0.000108603	9.95338e-05	6.67277e-05	0.000156222
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	0.000428908	0.000545736	0.000542778	0.000533615	0.0005259	0.000486388	0.000392904	0.000533249	0.000358797	0.00038166	0.000546194	0.000388064	0.000403564	0.000565047	0.000682893	0.000586108	0.000441042	0.000460944
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	0.000423561	0.000545336	0.000531546	0.000524565	0.000513776	0.000482355	0.000368164	0.000382561	0.000327614	0.000373935	0.000533578	0.000374735	0.00045159	0.00057855	0.000667045	0.000649719	0.000472833	0.000466316
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	0.000426042	0.000537933	0.000538231	0.000521543	0.00051682	0.000472758	0.00037351	0.000501479	0.000343469	0.000371627	0.000527004	0.000377584	0.000440626	0.000570276	0.000703447	0.000634954	0.000466259	0.000467753
PWY-6396: superpathway of 2,3-butanediol biosynthesis	0	2.57993e-06	0	0	0	0	1.5063e-06	6.71055e-07	0	0	0	0	0	0	0	0	0	1.56109e-06
PWY-6435: 4-hydroxybenzoate biosynthesis III (plants)	0	1.0154e-06	0	0	5.91956e-07	1.22851e-06	0	0	0	0	2.09413e-05	0	3.42544e-07	0	0	1.4208e-06	4.60027e-06	0
PWY-6467: Kdo transfer to lipid IVA III (Chlamydia)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17067e-06
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)	0.000153378	6.47437e-05	6.41743e-06	4.15666e-05	6.19663e-05	3.0406e-06	1.07449e-05	1.55234e-06	4.30872e-06	0	6.59944e-06	0	2.5424e-05	8.57622e-05	7.00178e-05	7.20867e-05	7.47189e-05	0.000159478
PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	5.05987e-06	1.16726e-06	1.47571e-05	0	1.10993e-06	1.34676e-05	6.72793e-06	7.55879e-06	9.4492e-07	0	0	8.69082e-06	4.02565e-06	9.3899e-07	2.21945e-06	1.23455e-06	0	0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	3.43668e-05	3.62051e-05	3.19145e-05	6.53325e-05	0.000120591	5.84461e-05	0.000175148	6.08449e-05	0.000144137	0.000108867	7.65751e-05	0.0002042	4.96874e-05	3.88036e-05	3.52208e-05	0.000123033	5.55362e-05	5.66088e-05
PWY-6518: bile acids epimerization	0	0	0	0	0	0	5.74304e-07	0	0	0	0	0	0	0	0	0	0	0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	0.000265992	0.000152837	0.000179115	0.000294224	0.000246786	5.67502e-05	0.000237238	0.000467461	0.000394596	0.000194873	0.000243167	0.000265893	6.29332e-05	6.65482e-05	7.1316e-05	3.26227e-05	8.20397e-05	0.000119544
PWY-6527: stachyose degradation	0.000294703	0.00010965	0.000109366	0.000165942	0.000170414	9.62477e-05	0.000338496	0.000371685	0.000273126	0.000215831	0.000175301	0.000216887	0.000185142	0.00024879	0.000394582	0.000380876	0.000303398	0.000313712
PWY-6531: mannitol cycle	2.24849e-05	4.06236e-05	5.09991e-06	3.96768e-05	5.0866e-05	2.81015e-05	0.000102526	0.000272402	0.000156884	7.72194e-05	0.000139419	8.8196e-05	1.94907e-05	8.87681e-06	8.19615e-06	6.31957e-06	2.11459e-05	2.70897e-05
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	8.26232e-05	3.49088e-05	2.39048e-05	5.42955e-05	7.18532e-05	5.6715e-05	3.39316e-05	0.000185261	5.47112e-05	0.000125039	3.7971e-05	5.00323e-05	2.58896e-05	1.98929e-05	1.64004e-05	6.77517e-06	7.2102e-05	7.25116e-05
PWY-6549: L-glutamine biosynthesis III	3.85472e-05	3.22646e-05	1.4151e-05	5.38511e-05	3.72933e-05	2.25208e-05	0.000118543	6.93353e-06	1.98396e-05	5.41099e-05	5.56127e-05	4.79397e-06	5.9315e-05	4.6087e-05	4.8797e-05	6.05752e-05	0.000138523	0.000110196
PWY-6562: norspermidine biosynthesis	1.31804e-05	0	3.53321e-06	0	5.45251e-07	0	3.00953e-06	1.77513e-06	5.40591e-07	1.55547e-05	1.06102e-06	0	6.41867e-06	5.98645e-06	0	0	2.08364e-05	3.33891e-06
PWY-6565: superpathway of polyamine biosynthesis III	0	0	0	0	0	0	0	3.87422e-07	0	4.71644e-06	1.08289e-06	0	0	0	0	0	0	0
PWY-6572: chondroitin sulfate degradation I (bacterial)	2.8261e-05	3.81916e-05	3.91453e-05	5.23247e-06	2.37545e-05	4.29393e-05	2.53455e-06	0	4.68682e-06	0	0	3.51053e-05	4.89739e-06	2.92238e-06	5.47209e-06	6.71227e-06	4.71224e-07	0
PWY-6588: pyruvate fermentation to acetone	4.8078e-05	4.62892e-06	8.04364e-06	1.43249e-05	1.56143e-05	8.30408e-06	2.10079e-05	7.65595e-05	2.73329e-05	3.6183e-05	3.13896e-05	4.83309e-05	4.92864e-06	4.92827e-06	7.33998e-06	6.58395e-06	6.84681e-06	2.47322e-05
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	2.06411e-05	2.31739e-05	1.58496e-05	1.33923e-05	3.86659e-05	1.54651e-05	9.78463e-06	3.9198e-07	1.54892e-05	2.45492e-05	7.37521e-05	0	4.67782e-05	4.18957e-05	2.44808e-05	8.13662e-05	3.09705e-05	3.88838e-05
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	3.63769e-06	1.5893e-05	1.18032e-05	1.49025e-05	2.66589e-05	4.37615e-06	0	6.38847e-05	1.51445e-06	1.3124e-05	8.59098e-06	1.26976e-06	1.23888e-05	5.82607e-06	1.43554e-05	5.48459e-06	6.27473e-06	1.38331e-06
PWY-6606: guanosine nucleotides degradation II	3.4482e-05	3.05301e-05	1.55138e-05	8.05165e-05	0.000101087	6.88267e-05	0.000287509	0.000267984	0.000363228	0.000177781	0.000146111	0.00012883	3.22734e-05	4.69447e-05	5.75915e-05	4.83551e-05	3.78922e-05	8.77836e-05
PWY-6607: guanosine nucleotides degradation I	3.62699e-06	1.56522e-05	1.09978e-05	1.54753e-05	2.80578e-05	4.41415e-06	0	6.30695e-05	1.51543e-06	1.32917e-05	8.68958e-06	1.27223e-06	1.23673e-05	5.92701e-06	1.47359e-05	5.60242e-06	6.24441e-06	1.386e-06
PWY-6608: guanosine nucleotides degradation III	9.23701e-05	8.49285e-05	5.78484e-05	0.000195469	0.000232243	0.000114448	0.00040282	0.000495289	0.000363228	0.000327694	0.000243779	0.000289985	7.24827e-05	8.18331e-05	8.57761e-05	0.000111437	9.45561e-05	0.000143615
PWY-6609: adenine and adenosine salvage III	0.000504144	0.000548993	0.000536202	0.000477037	0.000512402	0.00045614	0.000366503	0.000303262	0.000220561	0.000332064	0.000221939	0.000314143	0.000461263	0.000588863	0.000683172	0.000611844	0.000397047	0.000502988
PWY-6612: superpathway of tetrahydrofolate biosynthesis	0.000161191	1.02064e-05	3.77736e-05	6.88149e-05	3.45574e-05	1.10394e-05	0.000137762	3.85743e-05	0.000134987	9.23902e-05	8.85598e-05	6.41064e-05	1.95783e-05	2.22526e-05	2.70793e-05	9.36911e-06	2.60024e-05	5.62761e-05
PWY-6628: superpathway of L-phenylalanine biosynthesis	0.000223708	0.00010458	0.000123144	0.000155498	0.000163475	0.000129244	0.000226653	0.000304622	0.000184908	0.000228006	0.000340971	0.000108853	0.000156768	0.000107246	0.000106717	0.000339795	0.000254111	0.00016456
PWY-6630: superpathway of L-tyrosine biosynthesis	0.00016547	5.40818e-05	7.99398e-05	0.000123665	0.000135568	3.41399e-05	0.000193916	0.000288902	0.000121574	0.000226976	0.00034131	6.22931e-05	8.35352e-05	5.6402e-05	8.8682e-05	0.000131181	0.000118112	0.000122196
PWY-6641: superpathway of sulfolactate degradation	0	0	0	0	0	0	3.95137e-07	0	0	3.08623e-06	0	0	2.72357e-07	0	0	0	0	0
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate	1.16734e-05	5.54316e-06	4.42136e-07	1.48586e-05	3.42116e-05	1.07858e-05	9.78185e-05	0.000303184	0.000226794	0.000121341	8.83664e-05	0.000135819	6.03462e-06	6.69706e-06	4.77161e-06	0	2.40146e-05	1.07921e-05
PWY-6700: queuosine biosynthesis I (de novo)	0.000391619	0.000420328	0.000475513	0.000453207	0.000443865	0.000425107	0.000260305	0.000300284	0.000252828	0.000278608	0.000241962	0.000343579	0.000386747	0.000416374	0.000592912	0.000566821	0.000341302	0.000358771
PWY-6703: preQ0 biosynthesis	0.000334907	0.000382631	0.000385628	0.000375808	0.000384953	0.000414312	0.000171044	0.000235857	0.000222271	0.000489712	0.000113627	0.000312991	0.000199522	0.000275182	0.000263519	0.000298239	0.000124548	0.000127646
PWY-6708: ubiquinol-8 biosynthesis (early decarboxylation)	0	0	0	5.71255e-06	2.70334e-06	1.63122e-06	9.22575e-06	1.60237e-05	5.62918e-05	3.69124e-05	1.82e-05	0	0	0	0	0	0	1.79405e-06
PWY-6731: starch degradation III	0.000166019	0.000236295	0.000110654	0.000139907	0.000188811	0.00013315	5.27397e-05	0.000195025	2.1536e-05	0.000111831	0.000130139	0.000173363	9.68841e-05	5.48278e-05	0.000129227	0.000145292	7.75124e-05	0.000138615
PWY-6749: CMP-legionaminate biosynthesis I	2.84966e-06	0	3.49052e-05	2.43083e-06	1.32077e-05	0	6.22603e-06	9.64588e-07	0	7.76459e-07	0	9.06254e-06	4.98802e-06	9.41429e-07	1.47781e-06	7.52493e-07	0	0
PWY-6803: phosphatidylcholine acyl editing	2.27448e-05	3.4581e-05	4.02921e-06	5.78379e-05	0.000149462	3.73173e-05	0.000152684	0.000304605	0.000396657	0.000159836	0.000206168	0.000201042	1.36994e-05	1.6477e-05	1.6723e-05	0	6.03207e-05	6.83431e-05
