# Pathway HUMAnN v4.0.0.alpha.1	C1	C2	C3	Y1	Y2	Y3
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|s__Collinsella_aerofaciens.t__SGB14535_group	0	0	0	0	7.09552e-05	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|s__Collinsella_intestinalis.t__SGB14741	0	0	0	2.43337e-05	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|s__Comamonas_kerstersii.t__SGB12676	3.20051e-05	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|s__Coprococcus_comes.t__SGB4577	0	0	0	0	8.70041e-06	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|s__Dorea_formicigenerans.t__SGB4575	0	0	0	0	2.24086e-05	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|s__Dorea_longicatena.t__SGB4582	0	0	0	3.23342e-05	5.26504e-05	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|s__Dorea_sp_AF24_7LB.t__SGB4571	0	0	0	0	1.11263e-05	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|s__Escherichia_coli.t__SGB10068	0	0	3.70009e-05	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|s__Faecalibacillus_intestinalis.t__SGB6754	0	0	0	2.62081e-05	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|s__Faecalicatena_fissicatena.t__SGB4871	0	0	0	0	1.83461e-05	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|s__Fusicatenibacter_saccharivorans.t__SGB4874	0	0	0	0	0	5.40968e-05
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|s__GGB3256_SGB4303.t__SGB4303	0	0	0	0	1.95178e-05	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|s__GGB4569_SGB6312.t__SGB6312	0	4.42245e-05	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|s__GGB9342_SGB14306.t__SGB14306	0	0	2.91345e-05	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|s__GGB9345_SGB14311.t__SGB14311	0	1.73865e-05	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|s__GGB9635_SGB15106.t__SGB15106	0	1.80345e-05	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|s__GGB9708_SGB15234.t__SGB15234	2.67036e-05	6.1605e-05	4.91792e-05	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|s__Klebsiella_pneumoniae.t__SGB10115	0.000120719	8.20857e-05	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|s__Klebsiella_quasipneumoniae.t__SGB10112	0	1.02673e-05	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|s__Ruminococcus_gnavus.t__SGB4584	0	0	0	3.71594e-05	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	4.68829e-05	1.27232e-05	3.17138e-05
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	1.32023e-05	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	4.78719e-05	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|s__Streptococcus_salivarius.t__SGB8007_group	0	0	0	0	2.69213e-05	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|s__Vescimonas_coprocola.t__SGB15089	0	0	1.72404e-05	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|unclassified	8.23328e-05	7.20253e-05	4.56561e-05	2.39052e-05	0.000105965	0.000114183
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Akkermansia_muciniphila.t__SGB9226	0	1.90676e-05	3.93285e-05	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Alistipes_communis.t__SGB2290	0	0	1.36651e-05	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Alistipes_onderdonkii.t__SGB2303	0	0	4.34501e-05	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Alistipes_putredinis.t__SGB2318	0	0	3.69286e-05	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Alistipes_shahii.t__SGB2295	0	0	1.93071e-05	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	4.117e-05	4.37538e-05	4.28662e-05
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	7.31012e-05	1.76451e-05	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Bacteroides_stercoris.t__SGB1830	0	0	8.05399e-06	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Bacteroides_uniformis.t__SGB1836	0	0	2.38485e-05	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Bifidobacterium_longum.t__SGB17248	0	0	0	1.58284e-05	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	0	0	0	0	0	0.000159131
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Blautia_faecis.t__SGB4820	0	0	0	1.87948e-05	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Blautia_massiliensis.t__SGB4826	0	0	0	3.4989e-05	1.30715e-05	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Blautia_obeum.t__SGB4811	0	0	0	3.9072e-05	5.95274e-05	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Blautia_sp_MSK_20_85.t__SGB4828	0	0	0	0	7.33431e-06	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Blautia_wexlerae.t__SGB4837	0	0	0	0.000182297	2.50619e-05	9.4319e-05
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Clostridiaceae_bacterium_Marseille_Q4149.t__SGB15091	9.23607e-05	1.21022e-05	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Collinsella_aerofaciens.t__SGB14535_group	0	0	0	0	6.9059e-05	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Collinsella_intestinalis.t__SGB14741	0	0	0	1.87554e-05	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Comamonas_kerstersii.t__SGB12676	3.89434e-05	0	8.50395e-06	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Coprococcus_comes.t__SGB4577	0	0	0	0	1.03528e-05	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Dorea_formicigenerans.t__SGB4575	0	0	0	0	2.29101e-05	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Dorea_longicatena.t__SGB4582	0	0	0	3.00892e-05	5.19728e-05	6.956e-06
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Dorea_sp_AF24_7LB.t__SGB4571	0	0	0	0	1.81221e-05	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Escherichia_coli.t__SGB10068	0	0	6.24659e-05	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Faecalibacillus_intestinalis.t__SGB6754	0	0	0	2.60507e-05	0	1.25023e-05
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Faecalicatena_fissicatena.t__SGB4871	0	0	0	0	1.78077e-05	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Fusicatenibacter_saccharivorans.t__SGB4874	0	0	0	0	0	5.19391e-05
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__GGB3256_SGB4303.t__SGB4303	0	0	0	0	2.6835e-05	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__GGB4569_SGB6312.t__SGB6312	0	5.39465e-05	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__GGB9059_SGB13976.t__SGB13976	0	1.66562e-05	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__GGB9342_SGB14306.t__SGB14306	0	0	3.48101e-05	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__GGB9345_SGB14311.t__SGB14311	0	1.55234e-05	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__GGB9634_SGB15095.t__SGB15095	7.29085e-05	7.65483e-06	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__GGB9635_SGB15106.t__SGB15106	0	1.79326e-05	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__GGB9708_SGB15234.t__SGB15234	2.9676e-05	7.68151e-05	4.36289e-05	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__GGB9715_SGB15267.t__SGB15267	0	0	9.92963e-05	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__GGB9747_SGB15356.t__SGB15356	0	1.05076e-05	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Gemmiger_SGB15295.t__SGB15295	0	0	8.90043e-06	0	0	1.34068e-05
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Klebsiella_pneumoniae.t__SGB10115	0.000131046	0.000114012	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Klebsiella_quasipneumoniae.t__SGB10112	0	1.11371e-05	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Oscillibacter_sp_ER4.t__SGB15254	0	8.52739e-06	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Ruminococcus_gnavus.t__SGB4584	0	0	0	3.97418e-05	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	4.93986e-05	1.32009e-05	7.10177e-05
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	1.24552e-05	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	5.04637e-05	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Ruthenibacterium_lactatiformans.t__SGB15271	1.01921e-05	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Streptococcus_salivarius.t__SGB8007_group	0	0	0	0	1.87214e-05	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|s__Vescimonas_coprocola.t__SGB15089	0	0	2.0323e-05	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|unclassified	9.41563e-05	8.39036e-05	7.59549e-05	2.87158e-05	0.000137487	0.000127599
PWY-6435: 4-hydroxybenzoate biosynthesis III (plants)|unclassified	2.91151e-05	0	1.09274e-05	0	0	1.38138e-05
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)|unclassified	2.41859e-05	2.47546e-05	0	0	3.87068e-05	4.43275e-05
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)|unclassified	0	0	2.02134e-05	0	3.38983e-05	4.78782e-05
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|s__Escherichia_coli.t__SGB10068	0	0	8.44168e-05	0	0	0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|s__Klebsiella_pneumoniae.t__SGB10115	0.000223586	0.000186596	0	0	0	0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|s__Klebsiella_quasipneumoniae.t__SGB10112	0	1.25729e-05	0	0	0	0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|unclassified	2.51991e-05	5.22471e-05	4.51367e-05	0	0	4.49916e-05
PWY-6527: stachyose degradation|s__Akkermansia_muciniphila.t__SGB9226	0	1.05689e-05	5.01731e-05	0	0	0
PWY-6527: stachyose degradation|s__Alistipes_finegoldii.t__SGB2301	0	0	6.12702e-06	0	0	0
PWY-6527: stachyose degradation|s__Alistipes_onderdonkii.t__SGB2303	0	0	8.7309e-05	0	0	0
PWY-6527: stachyose degradation|s__Alistipes_shahii.t__SGB2295	0	0	3.51506e-05	0	0	0
PWY-6527: stachyose degradation|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	8.62439e-05	4.9117e-05	5.41499e-05
PWY-6527: stachyose degradation|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	7.10107e-05	0	0
PWY-6527: stachyose degradation|s__Bacteroides_uniformis.t__SGB1836	0	1.32758e-05	9.49915e-06	0	0	0
PWY-6527: stachyose degradation|s__Bifidobacterium_longum.t__SGB17248	0	0	0	3.14267e-05	0	0
PWY-6527: stachyose degradation|s__Blautia_faecis.t__SGB4820	0	0	0	2.46726e-05	2.0845e-05	9.41448e-06
PWY-6527: stachyose degradation|s__Blautia_massiliensis.t__SGB4826	0	0	0	3.91884e-05	2.47326e-05	0
PWY-6527: stachyose degradation|s__Blautia_obeum.t__SGB4811	0	0	0	9.48746e-05	7.29969e-05	0
PWY-6527: stachyose degradation|s__Blautia_sp_MSK_20_85.t__SGB4828	0	0	0	0	2.72105e-05	0
PWY-6527: stachyose degradation|s__Blautia_wexlerae.t__SGB4831	0	0	0	0	8.82172e-06	0
PWY-6527: stachyose degradation|s__Blautia_wexlerae.t__SGB4837	0	0	0	0.000162247	2.51835e-05	0.000103788
PWY-6527: stachyose degradation|s__Coprococcus_comes.t__SGB4577	0	0	0	0	2.76713e-05	0
PWY-6527: stachyose degradation|s__Dorea_formicigenerans.t__SGB4575	0	0	0	0	3.00215e-05	0
PWY-6527: stachyose degradation|s__Dorea_longicatena.t__SGB4582	0	0	0	2.99411e-05	7.88129e-05	2.17631e-06
PWY-6527: stachyose degradation|s__Dorea_sp_AF24_7LB.t__SGB4571	0	0	0	0	1.81376e-05	0
PWY-6527: stachyose degradation|s__Escherichia_coli.t__SGB10068	0	0	5.09493e-05	0	0	0
PWY-6527: stachyose degradation|s__Faecalibacillus_intestinalis.t__SGB6754	0	0	0	2.89791e-05	0	0
PWY-6527: stachyose degradation|s__Faecalibacterium_prausnitzii.t__SGB15318	0	5.24494e-06	0	0	0	0
PWY-6527: stachyose degradation|s__Faecalicatena_fissicatena.t__SGB4871	0	0	0	0	1.44439e-05	0
PWY-6527: stachyose degradation|s__Fusicatenibacter_saccharivorans.t__SGB4874	0	0	0	0	0	6.35134e-05
PWY-6527: stachyose degradation|s__GGB1405_SGB1928.t__SGB1928	0	7.90103e-06	0	0	0	0
PWY-6527: stachyose degradation|s__GGB9059_SGB13976.t__SGB13976	0	4.64629e-05	0	0	0	0
PWY-6527: stachyose degradation|s__GGB9708_SGB15234.t__SGB15234	2.12781e-05	4.45175e-05	3.46134e-05	0	0	0
PWY-6527: stachyose degradation|s__Klebsiella_pneumoniae.t__SGB10115	0.000142386	0.000134893	0	0	0	0
PWY-6527: stachyose degradation|s__Klebsiella_quasipneumoniae.t__SGB10112	0	9.20303e-06	0	0	0	0
PWY-6527: stachyose degradation|s__Lacrimispora_celerecrescens.t__SGB4868	0	0	0	0	1.58177e-05	0
PWY-6527: stachyose degradation|s__Roseburia_faecis.t__SGB4925	0	0	0	0	0	1.23633e-05
PWY-6527: stachyose degradation|s__Ruminococcus_gnavus.t__SGB4584	0	0	0	3.37685e-05	0	0
PWY-6527: stachyose degradation|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	0.000122707	2.75297e-05	0.000107913
PWY-6527: stachyose degradation|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	3.55312e-05	0
PWY-6527: stachyose degradation|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	6.56823e-05	0
PWY-6527: stachyose degradation|s__Ruthenibacterium_lactatiformans.t__SGB15271	7.50507e-06	0	0	0	0	0
PWY-6527: stachyose degradation|s__Streptococcus_salivarius.t__SGB8007_group	0	0	0	9.2365e-06	0	0
PWY-6527: stachyose degradation|unclassified	8.44175e-05	6.84286e-05	0.000141882	5.05424e-05	0.00016974	0.000185248
PWY-6531: mannitol cycle|s__Escherichia_coli.t__SGB10068	0	0	6.91639e-05	0	0	0
PWY-6531: mannitol cycle|unclassified	1.52236e-05	0	0	0	2.22772e-05	1.66054e-05
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|s__Escherichia_coli.t__SGB10068	0	0	6.05695e-05	0	0	0
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|s__Klebsiella_pneumoniae.t__SGB10115	0.000178274	0.000162232	0	0	0	0
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|s__Klebsiella_quasipneumoniae.t__SGB10112	0	1.42008e-05	0	0	0	0
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|unclassified	3.60075e-05	2.25251e-05	0	0	0	0
PWY-6549: L-glutamine biosynthesis III|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	5.86688e-05	0	0
PWY-6549: L-glutamine biosynthesis III|s__Bacteroides_stercoris.t__SGB1830	0	0	8.36807e-06	0	0	0
PWY-6549: L-glutamine biosynthesis III|s__Bacteroides_uniformis.t__SGB1836	0	0	3.55809e-05	0	0	0
PWY-6549: L-glutamine biosynthesis III|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	0	0	0	0	0	0.000134499
PWY-6549: L-glutamine biosynthesis III|s__Comamonas_kerstersii.t__SGB12676	2.93605e-05	0	0	0	0	0
PWY-6549: L-glutamine biosynthesis III|s__Escherichia_coli.t__SGB10068	0	0	3.83788e-05	0	0	0
PWY-6549: L-glutamine biosynthesis III|s__Klebsiella_pneumoniae.t__SGB10115	7.06029e-05	6.60547e-05	0	0	0	0
PWY-6549: L-glutamine biosynthesis III|s__Klebsiella_quasipneumoniae.t__SGB10112	0	1.04021e-05	0	0	0	0
PWY-6549: L-glutamine biosynthesis III|unclassified	9.41321e-05	7.16755e-05	0.000107075	8.5425e-05	0.000176884	0.000104046
PWY-6583: pyruvate fermentation to butanol I|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	9.78391e-05	1.81599e-05	0
PWY-6583: pyruvate fermentation to butanol I|s__Coprococcus_comes.t__SGB4577	0	0	0	0	2.34928e-05	0
PWY-6583: pyruvate fermentation to butanol I|s__GGB9636_SGB15107.t__SGB15107	0	1.53571e-05	0	0	0	0
PWY-6583: pyruvate fermentation to butanol I|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	0	1.1739e-05	0
PWY-6583: pyruvate fermentation to butanol I|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	1.08736e-05	0
PWY-6583: pyruvate fermentation to butanol I|unclassified	8.99797e-05	9.10617e-06	3.09555e-05	0	0	2.57894e-05
PWY-6588: pyruvate fermentation to acetone|s__Alistipes_putredinis.t__SGB2318	0	0	1.80442e-05	0	0	0
PWY-6588: pyruvate fermentation to acetone|unclassified	1.95927e-05	2.93503e-05	0	0	0	0
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation|unclassified	2.89004e-05	1.05437e-05	0	0	0	2.24062e-05
PWY-6594: superpathway of Clostridium acetobutylicum solventogenic fermentation|unclassified	2.93164e-05	1.08581e-05	0	0	0	0
PWY-6595: superpathway of guanosine nucleotides degradation (plants)|unclassified	7.5459e-06	1.37854e-05	0	0	1.52779e-05	2.82094e-05
PWY-6596: adenosine nucleotides degradation I|unclassified	2.16011e-05	3.21273e-05	0	0	1.95007e-05	4.91013e-05
PWY-6604: superpathway of Clostridium acetobutylicum acidogenic and solventogenic fermentation|unclassified	2.3246e-05	1.19518e-05	0	0	0	0
PWY-6606: guanosine nucleotides degradation II|s__Blautia_faecis.t__SGB4820	0	0	0	1.71034e-05	1.64949e-05	0
PWY-6606: guanosine nucleotides degradation II|s__Escherichia_coli.t__SGB10068	0	0	4.99059e-05	0	0	0
PWY-6606: guanosine nucleotides degradation II|unclassified	3.90895e-05	2.85077e-05	3.36066e-05	2.49012e-05	2.41299e-05	3.93304e-05
PWY-6607: guanosine nucleotides degradation I|unclassified	7.94592e-06	1.54994e-05	0	0	1.45371e-05	2.9413e-05
PWY-6609: adenine and adenosine salvage III|s__Alistipes_communis.t__SGB2290	0	6.71102e-06	1.83181e-05	0	0	0
PWY-6609: adenine and adenosine salvage III|s__Alistipes_finegoldii.t__SGB2301	0	0	4.55076e-06	0	0	0
PWY-6609: adenine and adenosine salvage III|s__Alistipes_onderdonkii.t__SGB2303	0	0	3.86429e-05	0	0	0
PWY-6609: adenine and adenosine salvage III|s__Alistipes_putredinis.t__SGB2318	0	0	2.71043e-05	0	0	0
PWY-6609: adenine and adenosine salvage III|s__Alistipes_shahii.t__SGB2295	0	9.66016e-06	3.15156e-05	0	0	0
PWY-6609: adenine and adenosine salvage III|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	1.54297e-05	1.41811e-05	0
PWY-6609: adenine and adenosine salvage III|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	6.2061e-05	1.14821e-05	0
PWY-6609: adenine and adenosine salvage III|s__Bacteroides_uniformis.t__SGB1836	0	0	1.58132e-05	0	0	0
PWY-6609: adenine and adenosine salvage III|s__Blautia_faecis.t__SGB4820	0	0	0	2.37386e-05	2.70482e-06	0
PWY-6609: adenine and adenosine salvage III|s__Blautia_massiliensis.t__SGB4826	0	0	0	1.09416e-05	0	0
PWY-6609: adenine and adenosine salvage III|s__Blautia_obeum.t__SGB4811	0	0	0	1.89935e-05	2.39021e-05	0
PWY-6609: adenine and adenosine salvage III|s__Blautia_sp_MSK_20_85.t__SGB4828	0	0	0	0	1.02661e-05	0
PWY-6609: adenine and adenosine salvage III|s__Blautia_wexlerae.t__SGB4831	0	0	0	0	5.60369e-06	0
PWY-6609: adenine and adenosine salvage III|s__Blautia_wexlerae.t__SGB4837	0	0	0	0.000109542	8.18814e-06	6.69518e-05
PWY-6609: adenine and adenosine salvage III|s__Clostridiaceae_bacterium_Marseille_Q4149.t__SGB15091	6.05372e-05	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|s__Collinsella_intestinalis.t__SGB14741	0	0	0	5.67864e-05	0	0
PWY-6609: adenine and adenosine salvage III|s__Coprococcus_comes.t__SGB4577	0	0	0	0	2.04508e-05	0
PWY-6609: adenine and adenosine salvage III|s__Dorea_formicigenerans.t__SGB4575	0	0	0	0	3.96368e-05	0
PWY-6609: adenine and adenosine salvage III|s__Dorea_longicatena.t__SGB4582	0	0	0	2.24038e-05	8.70524e-06	6.6909e-06
PWY-6609: adenine and adenosine salvage III|s__Escherichia_coli.t__SGB10068	0	0	4.27666e-05	0	0	0
PWY-6609: adenine and adenosine salvage III|s__Faecalibacillus_faecis.t__SGB6750	0	0	0	0	1.61406e-05	0
PWY-6609: adenine and adenosine salvage III|s__Faecalibacillus_intestinalis.t__SGB6754	0	0	0	2.33917e-05	0	0
PWY-6609: adenine and adenosine salvage III|s__Faecalibacterium_prausnitzii.t__SGB15318	0	2.2555e-06	0	0	3.90749e-06	0
PWY-6609: adenine and adenosine salvage III|s__Faecalibacterium_prausnitzii.t__SGB15323	0	0	0	0	8.51896e-06	0
PWY-6609: adenine and adenosine salvage III|s__Faecalicatena_fissicatena.t__SGB4871	0	0	0	0	2.10342e-05	0
PWY-6609: adenine and adenosine salvage III|s__Fusicatenibacter_saccharivorans.t__SGB4874	0	0	0	0	0	7.29061e-05
PWY-6609: adenine and adenosine salvage III|s__GGB3256_SGB4303.t__SGB4303	0	0	0	0	0	7.3036e-06
PWY-6609: adenine and adenosine salvage III|s__GGB3304_SGB4365.t__SGB4365	9.14266e-06	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|s__GGB4569_SGB6312.t__SGB6312	0	5.97411e-05	0	0	0	0
PWY-6609: adenine and adenosine salvage III|s__GGB9059_SGB13976.t__SGB13976	0	2.72397e-05	0	0	0	0
PWY-6609: adenine and adenosine salvage III|s__GGB9342_SGB14306.t__SGB14306	8.75457e-06	0	1.12651e-05	0	0	0
PWY-6609: adenine and adenosine salvage III|s__GGB9345_SGB14311.t__SGB14311	0	1.70258e-05	0	0	0	0
PWY-6609: adenine and adenosine salvage III|s__GGB9634_SGB15095.t__SGB15095	7.65587e-06	1.48108e-05	0	0	0	0
PWY-6609: adenine and adenosine salvage III|s__GGB9635_SGB15103.t__SGB15103	0	6.64356e-06	0	0	0	0
PWY-6609: adenine and adenosine salvage III|s__GGB9635_SGB15106.t__SGB15106	0	3.07951e-05	0	0	0	0
