# Pathway HUMAnN v4.0.0.alpha.1	C1	C2	C3	Y1	Y2	Y3
PWY-5971: palmitate biosynthesis (type II fatty acid synthase)|s__Escherichia_coli.t__SGB10068	0	0	99.6998882849	0	0	0
PWY-5971: palmitate biosynthesis (type II fatty acid synthase)|unclassified	24.0324102850	0	0	20.4252603492	42.7317728654	49.3762031562
PWY-5972: stearate biosynthesis I (animals)	24.9627441736	13.6053756295	71.0398129101	35.6802077533	55.4685785791	10.8683443426
PWY-5972: stearate biosynthesis I (animals)|s__Blautia_obeum.t__SGB4811	0	0	0	22.1704592964	13.8558129465	0
PWY-5972: stearate biosynthesis I (animals)|unclassified	24.1599774498	13.1118367332	17.2312077452	0	43.2593632480	10.6646800470
PWY-5973: cis-vaccenate biosynthesis	462.4133140781	381.5400893682	524.9389382502	330.0807586057	209.6441812537	237.3823554322
PWY-5973: cis-vaccenate biosynthesis|s__Akkermansia_muciniphila.t__SGB9226	0	9.4754159812	60.3949642997	0	0	0
PWY-5973: cis-vaccenate biosynthesis|s__Alistipes_finegoldii.t__SGB2301	0	0	4.5140328228	0	0	0
PWY-5973: cis-vaccenate biosynthesis|s__Alistipes_onderdonkii.t__SGB2303	17.6215683956	0	62.7569659078	0	0	0
PWY-5973: cis-vaccenate biosynthesis|s__Alistipes_shahii.t__SGB2295	0	0	12.9710472052	0	0	0
PWY-5973: cis-vaccenate biosynthesis|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	30.6456027417	0	0
PWY-5973: cis-vaccenate biosynthesis|s__Blautia_faecis.t__SGB4820	0	0	0	15.8770545178	0	0
PWY-5973: cis-vaccenate biosynthesis|s__Blautia_wexlerae.t__SGB4837	0	0	0	26.1551350912	6.1568110355	20.7889089469
PWY-5973: cis-vaccenate biosynthesis|s__Comamonas_kerstersii.t__SGB12676	65.2300176746	0	16.1478636573	0	0	0
PWY-5973: cis-vaccenate biosynthesis|s__Escherichia_coli.t__SGB10068	0	0	86.5420723883	0	0	0
PWY-5973: cis-vaccenate biosynthesis|s__Klebsiella_pneumoniae.t__SGB10115	280.6535151645	223.9302011389	0	0	0	0
PWY-5973: cis-vaccenate biosynthesis|s__Klebsiella_quasipneumoniae.t__SGB10112	0	22.3704286970	0	0	0	0
PWY-5973: cis-vaccenate biosynthesis|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	45.5613898614	0	45.3335225355
PWY-5973: cis-vaccenate biosynthesis|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	4.9099598246	0
PWY-5973: cis-vaccenate biosynthesis|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	42.8153057096	0
PWY-5973: cis-vaccenate biosynthesis|s__Streptococcus_salivarius.t__SGB8007_group	0	0	0	20.5576591837	28.8076105687	0
PWY-5973: cis-vaccenate biosynthesis|unclassified	24.3692619319	55.6846178430	53.5030223670	23.8755980632	51.7205421322	42.3604627346
PWY-5981: CDP-diacylglycerol biosynthesis III	491.3717977254	396.6835577491	669.3287711030	572.0127033629	580.5311935079	437.6125238852
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Alistipes_communis.t__SGB2290	0	7.5012526493	20.7519823786	0	0	0
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Alistipes_onderdonkii.t__SGB2303	0	0	69.2562804896	0	0	0
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Alistipes_putredinis.t__SGB2318	0	0	35.5129233454	0	0	0
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Alistipes_shahii.t__SGB2295	0	0	22.7476050972	0	0	0
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	16.8062663385	29.3431602719	44.6983577523
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	63.7605535303	13.5091274332	0
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Bifidobacterium_longum.t__SGB17248	0	0	0	11.6750295728	0	0
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Blautia_faecis.t__SGB4820	0	0	0	24.6791694089	0	12.0440545805
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Blautia_massiliensis.t__SGB4826	0	0	0	27.8498656588	16.8942974737	0
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Blautia_obeum.t__SGB4811	0	0	0	36.8535932337	25.7875210695	0
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Blautia_sp_MSK_20_85.t__SGB4828	0	0	0	0	4.0899241785	0
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Blautia_wexlerae.t__SGB4837	0	0	0	148.1771538521	25.8224192733	94.0716409463
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Clostridiaceae_bacterium_Marseille_Q4149.t__SGB15091	95.0473669361	11.6620909157	0	0	0	0
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Collinsella_aerofaciens.t__SGB14535_group	0	0	0	0	39.7191389085	22.3543012578
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Comamonas_kerstersii.t__SGB12676	37.4107492822	0	0	0	0	0
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Coprococcus_comes.t__SGB4577	0	0	0	0	21.2701008807	0
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Dorea_formicigenerans.t__SGB4575	0	0	0	0	41.1409860697	0
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Dorea_longicatena.t__SGB4582	0	0	0	20.1354130827	35.9314866509	0
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Dorea_sp_AF24_7LB.t__SGB4571	0	0	0	0	21.3820387067	0
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Escherichia_coli.t__SGB10068	0	0	110.2920420222	0	0	0
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Faecalibacillus_intestinalis.t__SGB6754	0	0	0	30.2084433583	0	0
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Faecalibacterium_prausnitzii.t__SGB15318	0	5.7099352874	0	0	0	0
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Faecalicatena_fissicatena.t__SGB4871	0	0	0	0	15.7644456892	0
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Fusicatenibacter_saccharivorans.t__SGB4874	0	0	0	0	0	47.2377863209
PWY-5981: CDP-diacylglycerol biosynthesis III|s__GGB4569_SGB6312.t__SGB6312	0	62.1426889450	0	0	0	0
PWY-5981: CDP-diacylglycerol biosynthesis III|s__GGB9345_SGB14311.t__SGB14311	0	11.4591291062	0	0	0	0
PWY-5981: CDP-diacylglycerol biosynthesis III|s__GGB9635_SGB15103.t__SGB15103	0	5.5991365087	0	0	0	0
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Klebsiella_pneumoniae.t__SGB10115	140.9473547424	101.3674577063	0	0	0	0
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Klebsiella_quasipneumoniae.t__SGB10112	0	13.7894617322	0	0	0	0
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Ruminococcus_gnavus.t__SGB4584	0	0	0	23.7244972907	0	0
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	64.0099891345	9.0214832574	54.5516710395
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	14.4228854822	0
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	49.2524726190	0
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Streptococcus_salivarius.t__SGB8007_group	0	0	0	11.3582509860	21.3505332034	0
PWY-5981: CDP-diacylglycerol biosynthesis III|s__Vescimonas_coprocola.t__SGB15089	0	0	28.0780150110	0	0	0
PWY-5981: CDP-diacylglycerol biosynthesis III|unclassified	99.1857727452	54.6914084043	34.8137715106	14.8117816363	81.0806379852	73.0575500686
PWY-5989: stearate biosynthesis II (bacteria and plants)	514.9034573724	398.3800756470	379.4089400683	133.2226563576	142.6319487106	39.6253329695
PWY-5989: stearate biosynthesis II (bacteria and plants)|s__Alistipes_onderdonkii.t__SGB2303	16.7105938856	0	61.6507784309	0	0	0
PWY-5989: stearate biosynthesis II (bacteria and plants)|s__Comamonas_kerstersii.t__SGB12676	70.4991413172	0	12.3128870389	0	0	0
PWY-5989: stearate biosynthesis II (bacteria and plants)|s__Escherichia_coli.t__SGB10068	0	0	90.0029741586	0	0	0
PWY-5989: stearate biosynthesis II (bacteria and plants)|s__Klebsiella_pneumoniae.t__SGB10115	311.8174920333	237.2505252459	0	0	0	0
PWY-5989: stearate biosynthesis II (bacteria and plants)|s__Klebsiella_quasipneumoniae.t__SGB10112	0	23.5643608613	0	0	0	0
PWY-5989: stearate biosynthesis II (bacteria and plants)|unclassified	29.5457750482	43.7761496765	58.2824863653	30.3142783805	36.8618370904	28.9579624722
PWY-6060: malonate degradation II (biotin-dependent)	74.9937202021	63.2773737442	0	0	0	0
PWY-6060: malonate degradation II (biotin-dependent)|s__Klebsiella_pneumoniae.t__SGB10115	73.9948980335	56.9343722534	0	0	0	0
PWY-6060: malonate degradation II (biotin-dependent)|s__Klebsiella_quasipneumoniae.t__SGB10112	0	6.0984101950	0	0	0	0
PWY-6071: superpathway of phenylethylamine degradation	60.5462554605	0	67.0605522694	0	0	0
PWY-6071: superpathway of phenylethylamine degradation|s__Escherichia_coli.t__SGB10068	0	0	46.2953222577	0	0	0
PWY-6107: chlorosalicylate degradation	0	0	13.4303498132	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	565.4316068466	451.5284564386	524.9468186920	543.1094922884	770.3928378642	608.3194676120
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Akkermansia_muciniphila.t__SGB9226	0	0	43.4268916072	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Alistipes_communis.t__SGB2290	0	10.0226052807	12.5900790177	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Alistipes_finegoldii.t__SGB2301	0	0	4.0102356491	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Alistipes_onderdonkii.t__SGB2303	9.0369718466	0	52.9393753781	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Alistipes_putredinis.t__SGB2318	0	0	40.5982352426	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Alistipes_shahii.t__SGB2295	0	7.2302881951	19.2612159542	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	33.0644206538	28.7470460467	32.3573658888
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	58.4240103992	10.3384002791	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Bacteroides_stercoris.t__SGB1830	0	0	10.1482060932	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Bacteroides_uniformis.t__SGB1836	0	8.6339203271	48.7590819786	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	0	0	0	0	0	104.8288854855
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Blautia_faecis.t__SGB4820	0	0	0	17.5347003070	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Blautia_massiliensis.t__SGB4826	0	0	0	21.6785644240	10.5734783776	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Blautia_obeum.t__SGB4811	0	0	0	24.4347019005	31.2994740960	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Blautia_wexlerae.t__SGB4831	0	0	0	0	4.4914982355	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Blautia_wexlerae.t__SGB4837	0	0	0	102.8951329797	15.1620908610	59.6200390642
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Cloacibacillus_porcorum.t__SGB15507	0	15.2237531741	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Clostridiaceae_bacterium_Marseille_Q4149.t__SGB15091	26.0648065873	10.9410520429	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Collinsella_aerofaciens.t__SGB14535_group	0	0	0	0	75.5611243016	59.9473361228
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Collinsella_intestinalis.t__SGB14741	0	0	0	10.6855668716	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Comamonas_kerstersii.t__SGB12676	60.6352874250	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Coprococcus_comes.t__SGB4577	0	0	0	0	23.3597605990	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Desulfovibrio_piger.t__SGB15467	13.9839555527	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Dorea_longicatena.t__SGB4582	0	0	0	13.2037089516	46.0315408103	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Dorea_sp_AF24_7LB.t__SGB4571	0	0	0	0	20.2846209418	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Eggerthella_lenta.t__SGB14809	0	0	0	0	0	6.8191227686
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Escherichia_coli.t__SGB10068	0	0	50.8288646072	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Faecalibacillus_intestinalis.t__SGB6754	0	0	0	24.3336098454	0	11.6792784508
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Faecalibacterium_SGB15346.t__SGB15346	0	2.1820257031	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Faecalibacterium_prausnitzii.t__SGB15318	0	6.8519223449	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Faecalicatena_fissicatena.t__SGB4871	0	0	0	0	17.6953172922	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Fusicatenibacter_saccharivorans.t__SGB4874	0	0	0	0	0	28.8594689731
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__GGB3256_SGB4303.t__SGB4303	0	0	0	0	21.0099141830	12.6162301610
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__GGB3304_SGB4365.t__SGB4365	24.8861330732	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__GGB3304_SGB4367.t__SGB4367	0	0	11.3067730470	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__GGB9342_SGB14306.t__SGB14306	0	11.4885260625	49.8960312052	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__GGB9350_SGB14317.t__SGB14317	0	12.5989981949	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__GGB9635_SGB15103.t__SGB15103	0	9.2631188921	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__GGB9694_SGB15204.t__SGB15204	27.9420492504	14.5220696449	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Klebsiella_pneumoniae.t__SGB10115	149.6520955391	115.8162840408	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Klebsiella_quasipneumoniae.t__SGB10112	0	15.0702125115	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Oscillibacter_sp_ER4.t__SGB15254	0	23.2343877224	12.6638256814	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Oscillospiraceae_unclassified_SGB15256.t__SGB15256	25.8305584826	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Pyramidobacter_piscolens.t__SGB15497	0	14.2009157941	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Ruminococcus_gnavus.t__SGB4584	0	0	0	26.6073199749	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	44.2971252064	10.8181760295	52.5560065238
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	4.3273751834	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	33.0298897777	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Ruthenibacterium_lactatiformans.t__SGB15271	16.5700293083	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|s__Streptococcus_salivarius.t__SGB8007_group	0	0	0	30.6974470686	31.5255858903	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|unclassified	140.7922715960	94.8416673326	71.2415761125	54.5216157903	252.2407525285	183.1132519623
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	653.9844530673	501.8611502127	553.5894004982	577.8622919392	778.4679065457	626.1106248893
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Akkermansia_muciniphila.t__SGB9226	0	0	40.7584438722	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Alistipes_communis.t__SGB2290	0	14.5610418214	13.0515848353	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Alistipes_finegoldii.t__SGB2301	0	0	3.2863206901	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Alistipes_onderdonkii.t__SGB2303	8.5055226831	0	50.2347034150	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Alistipes_putredinis.t__SGB2318	0	0	42.2096075910	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Alistipes_shahii.t__SGB2295	0	7.9887832115	18.9173457509	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	32.0718540772	27.7549542970	29.5324304804
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	60.2651944624	14.1338352172	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Bacteroides_stercoris.t__SGB1830	0	0	12.8122020972	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Bacteroides_uniformis.t__SGB1836	0	7.9060049097	50.4694765948	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Bifidobacterium_longum.t__SGB17248	0	0	0	10.0733942791	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	0	0	0	0	0	130.6335524971
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Blautia_faecis.t__SGB4820	0	0	0	30.3377644610	12.8141031976	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Blautia_massiliensis.t__SGB4826	0	0	0	19.5781644339	12.7989777537	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Blautia_obeum.t__SGB4811	0	0	0	27.3437276355	33.2994530758	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Blautia_sp_MSK_20_85.t__SGB4828	0	0	0	0	2.6517431439	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Blautia_wexlerae.t__SGB4831	0	0	0	0	4.1875420624	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Blautia_wexlerae.t__SGB4837	0	0	0	146.8870726363	15.2390178561	61.5153506388
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Cloacibacillus_porcorum.t__SGB15507	0	16.2546466986	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Clostridiaceae_bacterium_Marseille_Q4149.t__SGB15091	24.9434284931	9.8875293536	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Collinsella_aerofaciens.t__SGB14535_group	0	0	0	0	90.3722122824	66.4360815077
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Collinsella_intestinalis.t__SGB14741	0	0	0	13.8386328521	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Comamonas_kerstersii.t__SGB12676	71.8066539716	0	12.5365255520	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Coprococcus_comes.t__SGB4577	0	0	0	0	21.1709631880	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Desulfovibrio_piger.t__SGB15467	12.2467082434	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Dorea_formicigenerans.t__SGB4575	0	0	0	0	6.1845873872	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Dorea_longicatena.t__SGB4582	0	0	0	12.2819389177	43.6750551466	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Dorea_sp_AF24_7LB.t__SGB4571	0	0	0	0	19.6919662400	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Eggerthella_lenta.t__SGB14809	0	0	0	0	0	6.0064891535
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Escherichia_coli.t__SGB10068	0	0	52.5647829078	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Faecalibacillus_intestinalis.t__SGB6754	0	0	0	27.3453570793	0	10.4245763459
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Faecalibacterium_SGB15346.t__SGB15346	0	1.8353265058	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Faecalibacterium_prausnitzii.t__SGB15318	0	8.5297950480	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Faecalicatena_fissicatena.t__SGB4871	0	0	0	0	16.2688709323	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Fusicatenibacter_saccharivorans.t__SGB4874	0	0	0	0	0	36.2911689496
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__GGB3256_SGB4303.t__SGB4303	0	0	0	0	21.0213335312	11.4739788664
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__GGB3304_SGB4365.t__SGB4365	22.3229445027	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__GGB3304_SGB4367.t__SGB4367	0	0	11.5402540335	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__GGB51647_SGB4348.t__SGB4348	0	0	11.3618478004	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__GGB9342_SGB14306.t__SGB14306	0	10.4461323988	48.3237473397	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__GGB9350_SGB14317.t__SGB14317	0	11.4104141909	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__GGB9635_SGB15103.t__SGB15103	0	9.5998080038	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__GGB9694_SGB15204.t__SGB15204	28.3907859525	14.1835005537	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__GGB9758_SGB15368.t__SGB15368	0	0	7.1172598984	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__GGB9760_SGB15374.t__SGB15374	0	0	11.4265271909	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Klebsiella_pneumoniae.t__SGB10115	160.9353122668	127.0705669837	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Klebsiella_quasipneumoniae.t__SGB10112	0	12.5213126564	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Lacrimispora_celerecrescens.t__SGB4868	0	0	0	0	2.0927095066	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Oscillibacter_sp_ER4.t__SGB15254	0	21.9369053086	11.6375727348	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Oscillospiraceae_unclassified_SGB15256.t__SGB15256	27.1611482163	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Phocaeicola_vulgatus.t__SGB1814	0	9.3629414313	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Pyramidobacter_piscolens.t__SGB15497	0	19.4795905794	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Ruminococcus_gnavus.t__SGB4584	0	0	0	25.3850038687	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	44.7199338680	9.6855789570	49.3343187694
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	11.0746623109	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	56.9564084135	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Ruthenibacterium_lactatiformans.t__SGB15271	17.3021951056	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|s__Streptococcus_salivarius.t__SGB8007_group	0	0	0	30.5803217474	32.9864127551	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|unclassified	178.4654513290	117.5074738708	98.7331157613	65.8645643308	280.5520671368	186.4964942758
PWY-6123: inosine-5'-phosphate biosynthesis I	424.1274100480	400.7425994782	453.1542973739	326.6741968246	472.1987021994	367.0023896513
PWY-6123: inosine-5'-phosphate biosynthesis I|s__Akkermansia_muciniphila.t__SGB9226	0	0	43.6520677016	0	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I|s__Alistipes_finegoldii.t__SGB2301	0	0	1.9611017484	0	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I|s__Alistipes_onderdonkii.t__SGB2303	14.9418110308	0	51.1515016275	0	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I|s__Alistipes_putredinis.t__SGB2318	0	0	45.8033794992	0	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I|s__Alistipes_shahii.t__SGB2295	0	11.3374556181	23.6047946410	0	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	23.4702248369	30.2609311141	23.4063697990
PWY-6123: inosine-5'-phosphate biosynthesis I|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	56.6174273700	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I|s__Bacteroides_stercoris.t__SGB1830	0	0	3.5286844114	0	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I|s__Bacteroides_uniformis.t__SGB1836	0	8.9401440166	17.8647285909	0	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	0	0	0	0	0	92.1835551338
