ID	Domain	Phylum	Class	Order	Family	Genus	Species	score	completeness	contamination	strain_heterogeneity	size	N50	cluster_members	CO1	CO2	CO3	CO4	MA1	MA2	MA3	MA4	ME1	ME2	ME3	ME4	TH1	TH2	TH3	TH4
Mx_All_253	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Dysgonomonadaceae	g__Proteiniphilum	s__Proteiniphilum massiliensis	81.4709075842907	88.57	1.8	0.0	2187628	6336	1	0.028560605	0	0.07768936	0.046595205	0.037960462	0.060872603	0.043579116	0.027171504	0	0	0	0.0047977413	0	0	0.016934859	0
Mx_All_254	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__ML615J-28	f__CAG-698	g__DTU056	s__DTU056 sp001512985	102.39972887237057	99.88	0.0	0.0	1374231	109511	1	0.8474174	0.07447585	0.176589	0.01343227	0.016655508	0	0	0.014713968	0	0.19873804	0	0	0.65930766	0.006731862	0.03332171	0.013304561
Mx_All_255	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Aggregatilineales	f__Phototrophicaceae	g__Flexicrinis	s__	95.41252205192586	98.18	1.09	0.0	4775010	231763	1	0	0	0.11869713	0	1.2088449	0.3547983	0.30603662	0.38964334	0	0	0	0	0	0	0	0
Mx_All_256	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Zeimonas	s__	60.16914950308824	81.68	4.91	23.08	3122468	6484	1	0	0.019171843	0.01570654	0.019584015	0.024975471	0.2645576	0.02042108	0.11649745	0	0	0	0.00982103	0	0	0	0
Mx_All_257	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Verticiella	s__Verticiella sp937891425	76.51245030110226	81.54	1.52	50.0	2342861	4216	1	0.10948769	0.14627871	0.026167264	0.04257216	0.01604414	0	0	0.010342309	0	0	0	0	0	0	0	0
Mx_All_258	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__JACDBH01	g__	s__	57.03660215463852	59.75	0.93	0.0	774067	7468	1	0	0	0.10486063	0	0.07380592	0.075485	0.08411699	0.07744205	0	0	0	0	0	0	0	0
Mx_All_259	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__JAMLIN01	s__	85.27326973763311	98.32	3.09	0.0	3684480	64053	1	0.142537	0.1452064	0.41677767	0.23967956	0.19399883	0.42110354	0.18097179	0.39339444	0	0.069122955	0.0059870165	0.16998091	0	0	0.040297724	0
Mx_All_26	d__Bacteria	p__Bacteroidota	c__Rhodothermia	o__Balneolales	f__M1805	g__	s__	91.50994510227173	93.5	0.91	33.33	3033285	32605	1	0	0.023226527	0	0	0	0.48227334	0.03471254	0.025424296	0	0	0	0	0	0	0	0
Mx_All_260	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Tissierellales	f__Tepidimicrobiaceae	g__JAAYFE01	s__JAAYFE01 sp012728365	90.14463803025906	96.78	1.82	16.67	2192358	21013	1	0	0	0	0	0	0	0	0	0	0.33346832	0	0	0.045952942	0.014526951	0.03355805	0.092097744
Mx_All_261	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__	85.59126702643636	89.27	1.3	60.0	2118790	12093	1	0.64217407	0.058382135	0.0603389	0.7376941	0.044351254	0.021567775	0.010907731	0.024959508	0	0.008416808	0	0	0	0	0	0
Mx_All_262	d__Bacteria	p__Bacillota	c__Bacilli	o__ZCTH02-B2	f__	g__	s__	68.76370272983375	74.39	1.48	0.0	1302895	3527	1	0	0	0	0	0	0	0	0	0	0.006107367	0	0	0.011818456	0.121708125	0.085003346	0
Mx_All_263	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Tissierellales	f__Tissierellaceae	g__JAAYFT01	s__	54.85553230351325	53.06	0.0	0.0	1847292	3900	1	0	0	0	0	0	0	0	0	0	0.1255542	0	0	0.15597618	0	0.016195485	0
Mx_All_264	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Aggregatilineales	f__Phototrophicaceae	g__	s__	97.55858398938558	95.45	0.0	0.0	3806814	16488	1	0	0	0	0.3751962	0	0.022936644	0	0.051820256	0	0.005994472	0	0	0	0	0	0
Mx_All_265	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mobilitalea	s__Mobilitalea sp012523775	49.76761761130207	50.71	0.67	100.0	1326342	2987	1	0	0.010330758	0.13017449	0.07774749	0.027154557	0.020691	0.017529227	0.0199986	0	0	0	0	0	0	0	0
Mx_All_266	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Ureibacillus	s__	54.59124868459885	76.72	6.03	100.0	2043209	9605	1	0	0.015112743	0	0	0	0	0	0.0092900675	0	1.5337149	0.07559561	0.040779814	0.18486103	0	0.02297634	0.033482727
Mx_All_267	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__JADJWH01	f__JADJWH01	g__JADJWH01	s__	65.9002078585725	78.99	3.06	11.76	2146152	5020	1	0	0.010695192	0.025205595	0	0.06362375	0.1516744	0.09286107	0.07311971	0	0.007618969	0	0	0	0	0	0
Mx_All_268	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__SCN-69-37	g__JALYRV01	s__	64.63826824492972	95.73	7.22	36.36	3674815	58365	1	0	0	0	0	0	0.011227272	0.7201927	0.01112605	0	0.005941545	0	0	0	0	0	0
Mx_All_269	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Methylopilaceae	g__Agaricicola	s__	90.2310478827404	97.47	2.06	25.0	2672576	123622	1	1.0173228	0.04446231	0.19850576	0.010633495	0.44737118	0.08167778	0.07897761	0.5068642	0	0	0	0.012160407	0	0	0	0
Mx_All_27	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Lacipirellulaceae	g__	s__	87.52336091115316	96.48	2.37	33.33	4905614	16102	1	0	0.12683785	0.02660049	0	0.1009586	0.13058485	0.057281345	0.20275855	0	0.010235098	0	0.073590785	0	0	0.030074714	0
Mx_All_270	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Tissierellales	f__Tissierellaceae	g__JAAYFT01	s__	90.60536746385695	91.75	0.7	0.0	2099306	51373	1	0	0	0.01050079	0	0	0	0	0	0	0.65869874	0.9376162	0	0.21117218	0.06642518	1.1066767	0.28121144
Mx_All_271	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Methylopilaceae	g__Terrihabitans	s__	92.68100167375201	92.01	0.32	0.0	2318316	34834	1	0	0.08212679	0.014737721	0	0.03486321	0.18050082	0.17857572	0.061189212	0	0.021319158	0.0054601473	0.05791922	0	0	0.023331756	0
Mx_All_272	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA1242	g__	s__	80.43033089584168	94.94	3.37	0.0	1013820	47936	1	0.16008209	0.006924226	0.1825893	0.023336632	0.07964975	0.018104218	0.07203483	0.02981737	0	0	0	0	0	0	0	0
Mx_All_273	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__T3Sed10-336	g__T3Sed10-336	s__	59.68399316556469	64.69	1.35	0.0	2248107	3076	1	0	0.017347913	0.0592991	0	0.07722317	0.05917262	0.019584997	0.053145975	0	0	0	0.023768462	0	0	0	0
Mx_All_274	d__Bacteria	p__Bacillota_G	c__Limnochordia	o__DTU080	f__RSA5	g__RSA7	s__RSA7 sp002919195	67.822210558305	92.96	5.95	44.44	3256262	8631	1	0.19979577	0.07803748	0.08524186	0.15718752	0.029195562	0.015906611	0.02000415	0.046465483	0	0.2273643	0.9199227	0.01957658	0.6372359	4.681518	1.7062378	0.1496287
Mx_All_275	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Croceibacterium	s__Croceibacterium sp937898525	83.9457238004925	97.96	3.46	28.57	3167385	39301	1	0.033120636	0.037410043	0.15989396	0	0.15153325	0.10555686	1.6209751	0.074018426	0	0.030590026	0.0054114256	0.025916167	0	0	0	0
Mx_All_276	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Govaniaceae	g__	s__	86.78074062811945	93.93	2.02	33.33	2922000	35888	1	0.25943542	0.104854375	0.09984215	0.24291222	0.09948885	0.048487727	0.034515213	0.058543522	0	0	0	0	0	0	0	0
Mx_All_277	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Aggregatilineales	f__Phototrophicaceae	g__ZC4RG36	s__ZC4RG36 sp003242205	86.11906683783812	93.64	2.0	0.0	4917003	90810	1	0	0.49816537	0.11889916	0.016509779	0.07359147	0.038148496	0.02842382	0.03810979	0	0	0	0	0	0	0	0
Mx_All_278	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Terrimonas_A	s__	89.96838660008373	97.38	1.98	16.67	3545783	20732	1	0	0	0	0	0.5022257	0	0	0	0	0	0	0	0	0	0	0
Mx_All_279	d__Bacteria	p__Bacillota_G	c__Limnochordia	o__Limnochordales	f__ZCTH02-B6	g__	s__	93.66771590425465	91.18	0.0	0.0	2613966	94500	1	0.036461513	0.031395666	0.033155076	0.111615606	0.008083952	0.011718757	0	0.013806691	0	0.019679455	0.035426266	0	0.08968222	0.2796871	0.49362147	0.088137865
Mx_All_28	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Cellvibrionaceae	g__Cellvibrio	s__	96.49329412968136	98.06	0.86	33.33	3849129	78219	1	0	0	0	0	0	0	0.66129845	0	0	0	0	0	0	0	0	0
Mx_All_280	d__Bacteria	p__Bacillota_G	c__Limnochordia	o__DTU010	f__DTU010	g__JAAZLQ01	s__JAAZLQ01 sp012799255	77.27147343919665	86.63	2.39	28.57	2162817	6566	1	0.21119669	0	0.08016488	0.016341249	0.008502164	0	0	0.013791427	0	0	0	0	0.023324328	0	0	0
Mx_All_281	d__Bacteria	p__Bacillota_G	c__Limnochordia	o__DTU080	f__JAAYLA01	g__	s__	87.465443017682	98.53	2.72	8.33	3260241	41470	1	0.016664337	0	0	0	0	0	0	0	0	0.012079465	0	0	0.5106489	0	0	0
Mx_All_282	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__	s__	84.19246591369782	87.19	0.99	0.0	2555792	8034	1	0.108365834	0.05790593	0.039246038	0.13473117	0.018713444	0	0	0	0	0	0	0	0	0	0	0
Mx_All_283	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__UBA4045	g__JAEZQY01	s__	73.16075060801657	75.74	0.94	33.33	2404732	4120	1	0.12985867	0.034713954	0.021587368	0.10482466	0.016727269	0	0	0.009899733	0	0	0	0	0	0	0	0
Mx_All_284	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__JAAYXG01	s__JAAYXG01 sp017577615	78.67102199347472	81.52	1.09	0.0	3081123	159237	1	0.08160329	0.65213275	0.09217708	0.06317841	0.068824776	0.039112147	0.03959716	0.029935522	0	0	0	0	0	0	0	0
Mx_All_285	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales_H	f__Bacillaceae_F	g__Alkalihalobacterium	s__	95.54074826262266	96.92	0.77	0.0	2309869	87397	1	0.009597723	0.0074060615	0	0.008839786	0	0	0	0.01569793	0	0.39117086	0.034398194	0.01516259	0.7660523	0.11934377	1.0461954	0.515889
Mx_All_286	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Tissierellales	f__Tepidimicrobiaceae	g__JAAYFE01	s__JAAYFE01 sp012735405	63.59203199684658	61.21	0.0	0.0	881151	58085	1	0	0.008109144	0	0	0	0	0	0	0	0.30068833	0	0	0.339531	0	0.040239397	0.036796864
Mx_All_287	d__Bacteria	p__Hydrogenedentota	c__Hydrogenedentia	o__Hydrogenedentiales	f__SLHB01	g__	s__	86.10930144517029	99.27	3.05	0.0	5738339	15087	1	0	0.07225568	0.07650296	0.010679063	0.08848726	0.12703289	0.033735763	0.07635473	0	0.007150589	0	0.049801346	0	0	0.004841599	0
Mx_All_288	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Ramlibacter	s__	60.196550758483454	58.39	0.0	0.0	2127398	4103	1	0	0	0	0	0.03588735	0.0481141	0.013604311	0.31740847	0	0	0	0.0076284586	0	0	0	0
Mx_All_289	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__UBA1609	g__	s__	57.30298290872332	64.47	1.79	0.0	1819210	3681	1	0	0	0.020296471	0	0.03251412	0.16097859	0.09619903	0.020164791	0	0	0	0	0	0	0	0
Mx_All_29	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__UBA2979	f__UBA2979	g__	s__	92.86845224926084	94.72	0.99	100.0	2650438	16478	1	0	0.01294147	0.043762505	0	0.27423388	0.15130576	0.29822364	0.19872388	0	0.0056793448	0	0.07439371	0	0	0	0
Mx_All_290	d__Bacteria	p__Bacillota_D	c__Proteinivoracia	o__UBA4975	f__UBA4975	g__JAAYIH01	s__JAAYIH01 sp012523545	80.21524813848355	81.2	0.64	50.0	1518404	6173	1	0	0.3011409	0.032564547	0.027588015	0	0.018452657	0	0	0	0	0	0	0	0	0	0
Mx_All_291	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Dongiales	f__Dongiaceae	g__SYSU-D60014	s__	69.788405348691	87.47	4.05	14.29	4458796	9535	1	0	0.3516138	0.06037258	0.016460488	0.013764847	0.012119635	0.013471543	0.01551017	0	0	0	0	0	0	0	0
Mx_All_292	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__CAIKAF01	f__CAIKAF01	g__	s__	101.88835538461686	99.46	0.0	0.0	2694751	71897	1	0.17197308	0.29920453	0.24594864	0.2999126	0.068403736	0.10021519	0.17530529	0.07120897	0	0	0	0	0	0	0	0
Mx_All_293	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Micromonosporaceae	g__Natronosporangium	s__	77.51368604141379	75.75	0.0	0.0	2759226	3368	1	0	0.3375132	0.01049068	0	0	0	0	0	0	0	0	0	0	0	0	0
Mx_All_294	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__UBA5794	f__ZC4RG35	g__ZC4RG35	s__ZC4RG35 sp003242515	89.21713090549368	97.44	2.14	0.0	2323448	90004	1	0	0.14157501	0.37015894	0	0.224242	0.11021246	0.3547565	0.06916031	0	0	0	0	0	0	0	0
Mx_All_295	d__Bacteria	p__Bacillota	c__Bacilli	o__Haloplasmatales	f__Haloplasmataceae	g__	s__	72.69066709235953	87.88	3.59	10.0	1588694	63582	1	0.022586577	0.025872208	0.10463087	0.013304621	0.012660753	0	0	0.006832889	0	0.39413399	0.38416222	0.0068713482	1.0605767	0.18018933	0.36073714	0.34999657
Mx_All_296	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Devosiaceae	g__Devosia_A	s__	77.75967637924391	94.08	4.34	76.47	3059463	13236	1	0	0.05368387	0.018896164	0.10268102	0.04647934	0.09399476	0.06698112	0.1593012	0	0.053536605	0.011000109	0.21658704	0	0	0.053269632	0
Mx_All_297	d__Bacteria	p__Bacillota_B	c__Moorellia	o__DULZ01	f__Zhaonellaceae	g__	s__	53.26407772481667	60.98	2.0	14.29	1637683	9921	1	0	0	0	0	0	0	0	0	0	0.022215074	0.22278608	0	0.027335892	0.0566834	0.18109375	0.17363209
Mx_All_298	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Paludibacteraceae	g__JAAYPI01	s__JAAYPI01 sp012519885	97.90069450361494	98.92	0.69	33.33	1986590	25202	1	0	0	0	0	0.02369787	0.46642354	0.034532912	0	0	0	0	0	0	0	0	0
Mx_All_299	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__UBA2363	g__Pseudofulvimonas	s__	84.10370422604456	89.37	1.61	25.0	2639788	57864	1	0.2758454	0.317524	0.48011327	0.4967094	0.3935373	0.28092504	0.4128159	0.2605449	0	0.013051695	0	0.009735707	0	0	0	0
Mx_All_3	d__Bacteria	p__Bacillota_B	c__Moorellia	o__DULZ01	f__DULZ01	g__DULZ01	s__DULZ01 sp012840125	87.93058540619379	91.48	1.23	25.0	2294666	38563	1	0	0	0	0	0	0	0	0	0	0	0	0	0.42124546	0	0.022437239	0
Mx_All_30	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__CAMPJM01	s__	95.9762660224268	98.51	1.05	40.0	3909154	39132	1	0	0.06763018	0.04610779	0.8943731	0.11440629	0.08240381	0.039657827	0.94586974	0	0	0	0	0	0	0	0
Mx_All_300	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Pseudidiomarina	s__Pseudidiomarina indica_A	97.92143910840441	96.87	0.28	0.0	1971132	79961	1	0	0	0.17019382	1.0577513	0.056535438	0.008421846	0.011321528	0.045883182	0	0	0	0	0	0	0	0
Mx_All_301	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Longimicrobiales	f__RSA9	g__CALBZE01	s__	60.14604956441429	94.34	7.69	28.57	3306382	13123	1	0.023060348	0.04030992	0.04707513	0.026750563	0	0.011254922	0.020400234	0.022773236	0	0.14015825	0.013377966	0	0	1.4309562	0.68333197	0
Mx_All_302	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9973	f__UBA9973	g__UBA4124	s__	41.565354062836136	61.98	4.48	5.26	686902	3158	1	0	0	0	0	0.3280946	0	0	0	0	0	0	0	0	0	0	0
Mx_All_303	d__Bacteria	p__Bacillota_G	c__Limnochordia	o__Limnochordales	f__	g__	s__	81.61407725388445	89.22	1.96	0.0	2497161	24443	1	0	0	0	0	0	0	0	0	0	0.007866252	0.047738094	0	0.013166275	0.16415298	0.2737381	0.016232114
Mx_All_304	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__	s__	99.17910470199504	98.21	0.3	0.0	3844882	86738	1	0.2166292	0.12590854	0.4074872	0.27554694	0.19274472	0.08388993	0.06483039	0.26866925	0	0.010168147	0	0	0	0	0	0
Mx_All_305	d__Bacteria	p__Bacillota_G	c__Limnochordia	o__DTU080	f__RSA5	g__RSA5	s__RSA5 sp002919235	91.20940612673776	96.08	1.47	0.0	2246546	90952	1	0.054543395	0	0.05086842	0.09197662	0	0.009632037	0.0109085245	0.009988768	0	0.01981654	0.18613702	0	0.085002184	0.7640875	0.63606423	0.040525768
Mx_All_306	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudorhodoplanes	s__	79.57324123341522	96.84	3.96	0.0	4101101	116542	1	0	0.010025441	0.11857225	0	0.33321527	0.24195686	0.4481196	0.15279172	0	0	0	0	0	0	0	0
Mx_All_307	d__Bacteria	p__Bacillota_F	c__Halanaerobiia	o__Halanaerobiales	f__DTU029	g__DTU029	s__DTU029 sp025451675	65.30314438048029	63.56	0.0	0.0	1053107	3064	1	0.015151762	0.018319963	0.033399057	0.016472297	0	0.037594642	0	0	0	0.043614	0	0	0.1268628	0.027364237	0.055146694	0.068131305
Mx_All_308	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Devosiaceae	g__Pelagibacterium	s__	87.80381125791651	94.84	1.95	33.33	2641692	13420	1	0	0.010822531	0	0.4122913	0	0	0	0.027773079	0	0	0	0.00673667	0	0	0.0076957177	0
Mx_All_309	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Rariloculales	f__Rariloculaceae	g__ZC4RG20	s__	55.52286378733629	78.69	5.51	36.67	3511815	53051	1	0.65622723	2.0482867	0.69296676	2.0183432	0.41370407	0.6070162	0.4548116	0.6739099	0	0.02347708	0	0.058135323	0	0	0.0048392313	0
Mx_All_31	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__Steroidobacter_A	s__	54.2640924816016	90.67	8.2	31.43	5689392	10806	1	0.031431597	0.055311225	0.024651019	0.029816935	0.1437225	0.031885028	0.05336963	0.0828572	0	0.036450487	0	0.10547038	0	0	0	0
Mx_All_310	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Vulgatibacteraceae	g__ZC4RG40	s__	82.30083618661234	89.68	1.94	0.0	2826760	43820	1	0.11152813	0.3992579	0.076037504	0.19925714	0.038763996	0.044521857	0.019616604	0.08069039	0	0.037826803	0	0	0	0.0154677015	0.05080095	0
Mx_All_311	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Longimicrobiales	f__Longimicrobiaceae	g__WHSP01	s__	66.28059206869916	94.49	6.04	0.0	3960036	9576	1	0	0.064324014	0.1253227	0.011642058	0.08409337	0.09208525	0.0694902	0.033212204	0	0	0	0	0	0	0	0
Mx_All_312	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Dysgonomonadaceae	g__Petrimonas	s__Petrimonas mucosa	99.40162949244005	96.99	0.0	0.0	2944421	66567	1	1.4382148	0.06273176	0.57418865	0.16091372	0.45647568	0.1471976	0.08074758	0.12082369	0	0	0	0.0076028644	0	0	0	0
Mx_All_313	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Nibricoccus	s__Nibricoccus sp937958045	94.13479379372411	98.83	1.37	0.0	3536896	20398	1	0.09690795	0	0.051841866	0	0.25734225	0.055554613	0	0.06457673	0	0	0	0	0	0	0	0
Mx_All_314	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Lacipirellulaceae	g__	s__	58.59909979303631	62.49	1.25	50.0	3511155	2939	1	0	0.1714502	0	0	0.06865117	0.014384008	0.021421347	0	0	0	0	0.022296423	0	0	0.009284473	0
Mx_All_315	d__Bacteria	p__Bacillota_G	c__Limnochordia	o__Limnochordales	f__ZCTH02-B6	g__ZC3RG10	s__	65.99427113997699	85.06	4.97	75.0	2078638	12988	1	0	0	0	0	0	0	0	0	0	0.58947897	0	0	0	0.026287554	0.013573103	0
Mx_All_316	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Longimicrobiales	f__Longimicrobiaceae	g__WHSP01	s__	81.30635624137254	95.6	3.3	0.0	4726925	25865	1	0	0.04419244	0.13218196	0	0.07348734	0.10625867	0.106061384	0.13667572	0	0.008242232	0	0	0	0	0	0
Mx_All_317	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__UBA2995	g__	s__	97.51979521026695	98.65	0.68	0.0	2308807	34641	1	0.14004731	0.007357368	0.044781603	0.076717705	0.12200327	0.06911766	0.04551924	0.03078443	0	0	0	0	0	0	0	0
Mx_All_318	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__UA16	g__	s__	101.60880518465231	98.92	0.0	0.0	3365681	238567	1	1.1210603	0.049548447	0.5052784	0.03322023	0.2414028	0.03920981	0.04204121	0.079838015	0	0	0	0	0	0	0	0
Mx_All_319	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__UBA1924	g__CALAFV01	s__	84.13900012348127	95.45	2.87	33.33	4346017	14617	1	0.37255585	0.3827962	0.3142874	0.6923326	0.34727535	0.32518512	0.10795364	0.17348193	0	0.017794129	0	0.04769905	0	0	0	0
Mx_All_32	d__Bacteria	p__Bdellovibrionota	c__UBA2361	o__UBA2361	f__	g__	s__	40.20399316556469	55.61	3.43	0.0	2617318	3076	1	0	0	0	0	0	0.16834372	0.057462722	0.084909655	0	0	0	0	0	0	0	0
Mx_All_320	d__Bacteria	p__Bacillota_G	c__Limnochordia	o__Limnochordales	f__ZCTH02-B6	g__	s__	90.04859798348367	97.06	2.14	60.0	3140887	64446	1	0.31193504	0.45353284	0.17927268	0.8700474	0.10841567	0.041712042	0.02266467	0.09603156	0	0	0	0	0.011404767	0	0.04762941	0
Mx_All_321	d__Bacteria	p__Bacillota_E	c__Symbiobacteriia	o__Symbiobacteriales	f__Symbiobacteriaceae	g__Symbiobacterium	s__	76.14024124360674	74.76	0.12	50.0	1742617	6926	1	0	0	0	0	0	0	0	0	0	0.28195533	0.3602504	0	0.67253953	0.03977933	0.09385977	0.14765748
Mx_All_322	d__Bacteria	p__Bacillota	c__Bacilli	o__Thermicanales	f__Thermicanaceae	g__	s__	80.68577781538336	89.6	2.31	16.67	2504125	31725	1	0	0	0	0	0	0	0	0	0	0.4226216	0	0	0	0	0	0
Mx_All_323	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales_B	f__DSM-4216	g__Bacillus_O	s__Bacillus_O smithii	98.53793742260868	97.07	0.17	100.0	2932976	19764	1	0	0	0	0	0	0	0	0	0	0.46725106	0.049016494	0.50278634	0.045939747	0.013681142	0.021698192	0.008560239
Mx_All_324	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Polyangiaceae	g__NIC37A-2	s__	67.73558158549018	75.23	1.98	28.57	4661118	4784	1	0	0.012682346	0.10115484	0	0.08988125	0.050411634	0.061806824	0.060976267	0	0.007329849	0	0.0063769347	0	0	0	0
Mx_All_325	d__Bacteria	p__Bacillota	c__Bacilli	o__Thermoactinomycetales	f__DSM-44946	g__Planifilum	s__Planifilum fulgidum	94.75882224058263	95.05	0.51	0.0	3365587	32934	1	0	0.14718449	0.018356586	0.011051501	0	0.009647732	0.018205484	0.05544521	0	0.061189275	0.739694	0.018355703	0.2846768	0.04271522	0.9941675	0.05842119
Mx_All_326	d__Bacteria	p__Bacillota_G	c__Limnochordia	o__DTU010	f__DTU010	g__DTU010	s__DTU010 sp012521335	87.96092209396576	97.06	2.29	0.0	2341957	50332	1	0.16856283	0.37903553	0.25197062	0.045297004	0.025198117	0.02488296	0.030957468	0.020084731	0	0.0399644	0	0	1.1836909	0	0	0
Mx_All_327	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__SKKL01	g__SKKL01	s__	71.94374915701546	90.31	4.27	20.0	3095214	18176	1	0.010102086	0.049913496	0.07908902	0.040854536	0.06629443	0.18124445	0.11125616	0.10763759	0	0	0	0.15845451	0	0	0	0
Mx_All_328	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Ureibacillus	s__	92.7483836630867	97.68	1.55	25.0	2773208	72739	1	0	0	0	0	0	0	0	0	0	1.0407172	0.35055834	0	0.29179952	0.03118107	0.042730916	0.017656473
Mx_All_329	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA1242	g__CALVLZ01	s__	73.76733937608934	77.55	1.12	0.0	807064	4312	1	0.074267544	0.006920866	0.046634723	0	0.009997706	0	0	0	0	0	0	0	0.16310276	0	0	0
Mx_All_33	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__Phycisphaeraceae	g__CALKHT01	s__CALKHT01 sp937988825	88.90882922458975	96.59	2.27	50.0	3622138	116858	1	0.29189634	0.78777385	0.18389833	0.687556	0.1483093	0.08082495	0.04875517	0.105381005	0	0	0	0	0	0	0	0
