# Pathway	C1	C2	C3	C4	C5	C6	N1	N2	N3	N4	N5	N6
PWY-6628: superpathway of L-phenylalanine biosynthesis	0	0	0	0	0	0	0	0	9.4790917485	13.8295290940	10.3114660283	0
PWY-6630: superpathway of L-tyrosine biosynthesis	0	0	0	0	0	0	0	0	0	12.4985873483	9.7271686300	0
PWY-6700: queuosine biosynthesis I (de novo)	10.3740021052	0	0	13.1254048539	17.4788478984	17.8153512832	7.7354141280	0	6.1696760646	14.3566157724	19.2834894221	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	7.5653755561	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	8.5248896331	0	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	9.7527707991	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Neisseria.s__Neisseria_flavescens	0	0	0	4.2535238704	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Neisseria.s__Neisseria_subflava	0	0	0	5.0229858581	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis I (de novo)|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	13.6365595233	0	0	0	0	0	0
PWY-6703: preQ0 biosynthesis	5.5717660106	0	0	10.6761986800	0	15.3415647233	0	0	9.7537786402	15.4218997704	0	0
PWY-6703: preQ0 biosynthesis|g__Neisseria.s__Neisseria_subflava	0	0	0	0	0	0	0	0	0	4.9814832918	0	0
PWY-6703: preQ0 biosynthesis|g__Veillonella.s__Veillonella_atypica	0	0	0	0	0	9.5219056168	0	0	0	0	0	0
PWY-6803: phosphatidylcholine acyl editing	0	0	0	0	0	0	0	0	8.2568807339	13.4033641429	0	0
PWY-6803: phosphatidylcholine acyl editing|g__Neisseria.s__Neisseria_flavescens	0	0	0	0	0	0	0	0	0.5739405463	1.3685902869	0	0
PWY-6803: phosphatidylcholine acyl editing|g__Neisseria.s__Neisseria_meningitidis	0	0	0	0	0	0	0	0	2.7523277628	0	0	0
PWY-6803: phosphatidylcholine acyl editing|g__Neisseria.s__Neisseria_subflava	0	0	0	0	0	0	0	0	4.6266775768	7.5050237682	0	0
PWY-6823: molybdopterin biosynthesis	0	0	0	0	0	0	0	0	0	0	11.7221788499	0
PWY-6823: molybdopterin biosynthesis|g__Haemophilus.s__Haemophilus_influenzae	0	0	0	0	0	0	0	0	0	0	2.3925562848	0
PWY-6823: molybdopterin biosynthesis|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	6.4324018918	0
PWY-6897: thiamine diphosphate salvage II	0	0	0	0	0	13.7702866360	0	0	6.4171122995	17.2241752570	0	0
PWY-6897: thiamine diphosphate salvage II|g__Streptococcus.s__Streptococcus_mitis	0	0	0	0	0	0	0	0	0	2.4963237057	0	0
PWY-6922: L-N&delta;-acetylornithine biosynthesis	0	0	0	0	6.4810650213	0	0	0	0	0	0	0
PWY-6936: seleno-amino acid biosynthesis (plants)	0	0	0	0	15.6916129794	0	5.1981755424	0	19.6682309432	16.2438359069	16.2408836374	0
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	5.7185746453	0	0	0	0	0	0	0
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	9.2680437520	0	0
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	7.7543985812	0
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Neisseria.s__Neisseria_flavescens	0	0	0	0	0	0	0	0	4.1942898548	0	0	0
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Neisseria.s__Neisseria_subflava	0	0	0	0	0	0	0	0	3.4712208962	0	0	0
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Veillonella.s__Veillonella_dispar	0	0	0	0	0	0	0	0	0	0	2.0773783883	0
PWY-702: L-methionine biosynthesis II	0	0	0	12.0854003349	0	0	5.3119051397	0	20.5320671438	13.3826555070	12.6654095742	0
PWY-702: L-methionine biosynthesis II|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	8.6242633765	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)	0	0	0	23.7296628830	0	6.8701208966	6.7315326941	0	14.2313806336	27.1063913904	13.7927658028	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	3.3379413258	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Neisseria.s__Neisseria_flavescens	0	0	0	0.6097985697	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Neisseria.s__Neisseria_subflava	0	0	0	4.3168445453	0	0	0	0	0	4.2718903425	0	0
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	0	0	0	0	0	0	0	0	0	10.7784325309	13.5392204782	0
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	9.9853135472	0
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	0	0	0	0	0	0	0	0	0	0	14.6529498925	0
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	10.9308248199	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	0	9.1463414634	0	5.9055118110	0	0	0	0	6.5386187168	21.3515618496	17.1823411144	8.6230727725
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	11.7233294256	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Neisseria.s__Neisseria_subflava	0	0	0	2.8522669899	0	0	0	0	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|unclassified	0	0	0	0	0	0	0	0	0	0	0	4.3684274196
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	0	0	0	0	0	0	0	0	0	0	16.9337454042	0
PWY-7199: pyrimidine deoxyribonucleosides salvage	7.4409710628	0	0	0	8.8592057286	9.7245803544	8.7310702737	0	4.1114997237	0	25.2346237955	0
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	7.8383433910	0	0	0	0	0	0	0
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	9.4442497349	0
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	7.9610791685	0	0	0	0	0	0
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	0	0	0	0	0	0	0	0	0	5.0268096515	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage	0	0	0	13.0060359604	0	12.2497901333	0	0	6.6743935893	12.7811290842	24.7065501073	6.3874125918
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	7.4956755718	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Neisseria.s__Neisseria_subflava	0	0	0	1.5327170875	0	0	0	0	0	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Veillonella.s__Veillonella_rogosae	0	0	0	0	0	0	0	0	0	0	4.5236107031	0
PWY-7208: superpathway of pyrimidine nucleobases salvage|unclassified	0	0	0	6.7258829549	0	0	0	0	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	0	10.7751716987	0	8.5257047407	0	18.1167654439	0	0	8.8600615948	22.6848604603	28.9849613658	11.8179007052
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	8.3665338645	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Neisseria.s__Neisseria_subflava	0	0	0	6.3583687416	0	0	0	0	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_mitis	0	0	0	0	0	0	0	0	0	5.6236341732	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_infantium	0	0	0	0	0	0	0	0	0	0	1.2071249223	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_rogosae	0	0	0	0	0	0	0	0	0	0	5.1844088211	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|unclassified	0	0	0	0	0	0	0	0	0	0	0	4.8406995146
PWY-7221: guanosine ribonucleotides de novo biosynthesis	11.4420930992	0	0	10.7543895515	10.2501291112	14.4634474238	0	0	12.7271762369	26.4134427186	17.5929955523	5.8022117872
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Fusobacterium.s__Fusobacterium_nucleatum	10.7845605899	0	0	0	7.5002411458	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Gemella.s__Gemella_sanguinis	0	0	0	0	0	0	0	0	4.4794788837	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	4.3549391083	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	2.7910559882	7.1556032972	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Neisseria.s__Neisseria_subflava	0	0	0	4.7386786082	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	10.7439355063	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Veillonella.s__Veillonella_rogosae	0	0	0	0	0	0	0	0	0	0	5.2973887251	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|unclassified	0	0	0	0	0	0	0	0	1.2979793762	6.7390132996	0	4.1533479455
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	0	10.7751716987	0	8.5257047407	0	18.1167654439	0	0	8.8600615948	22.6848604603	28.9849613658	11.8179007052
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	8.3665338645	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Neisseria.s__Neisseria_subflava	0	0	0	6.3583687416	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_mitis	0	0	0	0	0	0	0	0	0	5.6236341732	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_infantium	0	0	0	0	0	0	0	0	0	0	1.2071249223	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_rogosae	0	0	0	0	0	0	0	0	0	0	5.1844088211	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|unclassified	0	0	0	0	0	0	0	0	0	0	0	4.8406995146
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	0	0	0	9.8084483602	0	15.8666477427	0	0	10.9036833694	24.6433693357	20.7795442996	7.1186858814
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	7.7892924136	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Neisseria.s__Neisseria_subflava	0	0	0	5.2041036269	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Veillonella.s__Veillonella_rogosae	0	0	0	0	0	0	0	0	0	0	5.3171986148	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|unclassified	0	0	0	0	0	0	0	0	0	0	0	4.5404633247
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	0	7.4944284212	0	14.5416587931	0	17.1490435363	0	0	18.4126785619	31.8558225096	25.0636760844	7.4522018630
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Neisseria.s__Neisseria_subflava	0	0	0	4.8734575566	0	0	0	0	0	0	0	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|unclassified	0	0	0	0	0	0	0	0	0	0	0	5.7407642049
PWY-7234: inosine-5'-phosphate biosynthesis III	0	0	0	4.8509613478	8.5558582829	9.3627143598	0	0	16.7428665101	16.2665034603	21.6546370951	0
PWY-7238: sucrose biosynthesis II	0	0	0	12.4687555086	10.1130688874	0	8.8576753848	0	18.2215855715	29.3161504155	19.3206730761	0
PWY-7238: sucrose biosynthesis II|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	8.5682787739	0	0
PWY-7238: sucrose biosynthesis II|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	3.2199536150	10.8488514698	0
PWY-7238: sucrose biosynthesis II|g__Neisseria.s__Neisseria_flavescens	0	0	0	1.4789982108	0	0	0	0	3.6976200285	0	0	0
PWY-7238: sucrose biosynthesis II|g__Neisseria.s__Neisseria_meningitidis	0	0	0	1.0630595445	0	0	0	0	1.5049266541	0	0	0
PWY-7238: sucrose biosynthesis II|g__Neisseria.s__Neisseria_subflava	0	0	0	3.0685898968	0	0	0	0	2.0443402037	0	0	0
PWY-7238: sucrose biosynthesis II|g__Streptococcus.s__Streptococcus_australis	0	0	0	0	0	0	0	0	2.2533659454	0	0	0
PWY-7238: sucrose biosynthesis II|g__Streptococcus.s__Streptococcus_sp_A12	0	0	0	0	0	0	0	0	1.8349339614	0	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	0	0	0	0	0	0	0	0	10.7989428368	0	11.9401627586	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Neisseria.s__Neisseria_subflava	0	0	0	0	0	0	0	0	1.4822922166	0	0	0
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	0	0	0	0	0	0	0	0	0	6.5297508036	0	0
PWY-7345: superpathway of anaerobic sucrose degradation	0	0	0	0	0	0	0	0	0	0	9.2196244590	0
PWY-7356: thiamine diphosphate salvage IV (yeast)	0	0	0	0	0	0	0	0	0	14.4833200911	0	0
PWY-7356: thiamine diphosphate salvage IV (yeast)|g__Streptococcus.s__Streptococcus_mitis	0	0	0	0	0	0	0	0	0	6.2912701425	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	0	0	0	0	0	11.9184051924	0	0	6.1601642710	19.4633772735	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Streptococcus.s__Streptococcus_mitis	0	0	0	0	0	0	0	0	0	5.3995559353	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|unclassified	0	0	0	0	0	0	0	0	0	3.4321139014	0	0
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	0	0	0	0	0	0	0	0	0	0	11.7350536551	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	0	0	0	0	0	0	0	0	0	10.2247011597	0	0
PWY-7560: methylerythritol phosphate pathway II	0	0	0	0	11.1390044914	0	0	0	0	10.6754497740	0	0
PWY-7663: gondoate biosynthesis (anaerobic)	9.2673419789	0	0	14.6096335235	20.5654096654	17.2165825677	5.6487030157	0	11.5825269170	17.5564471206	11.3630242399	10.9066506651
PWY-7663: gondoate biosynthesis (anaerobic)|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	13.2962219207	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	9.6947506130	1.8701086562
PWY-7663: gondoate biosynthesis (anaerobic)|g__Neisseria.s__Neisseria_flavescens	0	0	0	3.8980182169	0	0	0	0	0	5.4121074261	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Neisseria.s__Neisseria_subflava	0	0	0	3.9186495384	0	0	0	0	0	1.8675576987	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	9.8347220325	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Streptococcus.s__Streptococcus_mitis	0	0	0	0	0	0	4.9699744651	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Veillonella.s__Veillonella_atypica	0	0	0	0	0	5.9790732436	0	0	0	0	0	0
PWY-7664: oleate biosynthesis IV (anaerobic)	0	0	0	14.0542257743	19.2333148472	0	5.5572876296	0	10.9248218154	12.2945002667	8.9729189537	8.6970965609
PWY-7664: oleate biosynthesis IV (anaerobic)|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	11.7099972551	0	0	0	0	0	0	0
PWY-7664: oleate biosynthesis IV (anaerobic)|g__Neisseria.s__Neisseria_flavescens	0	0	0	1.9498243742	0	0	0	0	0	2.4921711428	0	0
PWY-7790: UMP biosynthesis II	10.1896173159	0	0	11.9062365473	0	14.0080689190	4.8520975207	0	12.6741916455	0	12.3568144417	5.3379654887
PWY-7790: UMP biosynthesis II|g__Neisseria.s__Neisseria_flavescens	0	0	0	2.7684454595	0	0	0	0	2.3114192212	0	0	0
PWY-7790: UMP biosynthesis II|g__Neisseria.s__Neisseria_subflava	0	0	0	3.7361150448	0	0	0	0	5.2970013798	0	0	0
PWY-7791: UMP biosynthesis III	13.5652003922	0	0	11.9062365473	8.6976988610	14.0080689190	4.8520975207	0	12.6741916455	0	12.3568144417	5.3379654887
PWY-7791: UMP biosynthesis III|g__Fusobacterium.s__Fusobacterium_nucleatum	12.3189892133	0	0	0	0	0	0	0	0	0	0	0
PWY-7791: UMP biosynthesis III|g__Neisseria.s__Neisseria_flavescens	0	0	0	2.7684454595	0	0	0	0	2.3114192212	0	0	0
PWY-7791: UMP biosynthesis III|g__Neisseria.s__Neisseria_subflava	0	0	0	3.7361150448	0	0	0	0	5.2970013798	0	0	0
PWY-7851: coenzyme A biosynthesis II (eukaryotic)	0	0	0	6.2134117073	11.3836110990	10.5157719636	0	0	7.3298134411	11.3578882105	12.5291244315	0
PWY-7851: coenzyme A biosynthesis II (eukaryotic)|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	8.6688499326	0	0	0	0	0	0	0
PWY-7851: coenzyme A biosynthesis II (eukaryotic)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	11.7223791599	0
PWY-7851: coenzyme A biosynthesis II (eukaryotic)|g__Neisseria.s__Neisseria_flavescens	0	0	0	0	0	0	0	0	0	1.4825507700	0	0
PWY-7851: coenzyme A biosynthesis II (eukaryotic)|g__Neisseria.s__Neisseria_subflava	0	0	0	0	0	0	0	0	0	2.1011138512	0	0
PWY-7851: coenzyme A biosynthesis II (eukaryotic)|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	10.4479363564	0	0	0	0	0	0
PWY-7858: (5Z)-dodecenoate biosynthesis II	0	0	0	12.8696563406	0	0	0	0	0	9.4761507741	7.0694024480	0
PWY-7883: anhydromuropeptides recycling II	0	0	0	0	0	0	0	0	0	0	9.4922612930	0
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	9.0528462534	0	0	0	11.8926835287	13.9032205482	0	0	12.7754737664	13.2462486520	17.4174401026	0
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	10.1755948471	0	0	0	0	0	0
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)|g__Veillonella.s__Veillonella_rogosae	0	0	0	0	0	0	0	0	0	0	4.1472477695	0
PWY-7977: L-methionine biosynthesis IV	9.7380616768	0	0	0	8.4573955718	10.5079973392	0	0	0	9.1490941227	19.8748950382	0
PWY-7977: L-methionine biosynthesis IV|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	7.4187994435	0	0	0	0	0	0	0
PWY-7977: L-methionine biosynthesis IV|g__Fusobacterium.s__Fusobacterium_nucleatum	6.9495434191	0	0	0	0	0	0	0	0	0	0	0
PWY-7977: L-methionine biosynthesis IV|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0.5349957330	0	0
PWY-7977: L-methionine biosynthesis IV|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	10.4707048517	0
PWY-7977: L-methionine biosynthesis IV|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	9.1589214956	0	0	0	0	0	0
PWY-8004: Entner-Doudoroff pathway I	0	0	0	0	0	0	0	0	0	14.8060046971	0	0
PWY-8073: lipid IVA biosynthesis (P. putida)	0	0	0	7.1403789940	9.0190453459	0	0	0	7.9085877798	7.5526130249	0	0
PWY-8073: lipid IVA biosynthesis (P. putida)|g__Neisseria.s__Neisseria_flavescens	0	0	0	0	0	0	0	0	1.0079341836	0	0	0
PWY-8073: lipid IVA biosynthesis (P. putida)|g__Neisseria.s__Neisseria_subflava	0	0	0	3.0761227524	0	0	0	0	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	5.9603613970	5.3956834532	0	11.3091298051	10.1755623085	7.5885141432	0	0	10.6924790201	11.9463485192	13.3530966748	6.5832912777
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	8.5698131855	0	0	0	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	9.8860836093	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Neisseria.s__Neisseria_flavescens	0	0	0	3.6712666274	0	0	0	0	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Neisseria.s__Neisseria_subflava	0	0	0	3.2347773116	0	0	0	0	0	0	0	0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)	0	0	0	0	5.0638793081	0	0	0	11.7203078608	0	0	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	0	0	0	8.2505060842	0	0	0	0	11.5981207661	21.4729460612	20.3404248828	0
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	6.7704229610	0	0	14.3710148041	0	0	0	0	8.9527514181	10.9958194323	23.4513976950	0
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	8.9982003599	0
PWY0-1061: superpathway of L-alanine biosynthesis	0	0	0	7.8755634813	0	0	0	0	0	15.8536742722	16.8724920106	0
PWY0-1061: superpathway of L-alanine biosynthesis|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	7.6560018194	0
PWY0-1061: superpathway of L-alanine biosynthesis|g__Neisseria.s__Neisseria_flavescens	0	0	0	1.5646479263	0	0	0	0	0	0	0	0
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	0	0	0	0	7.0529237826	0	0	0	0	6.6778494717	12.4263415218	0
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	9.4797960716	0
PWY0-1261: anhydromuropeptides recycling I	0	0	0	0	10.1966861567	0	0	0	0	9.2480833197	16.2532253573	0
PWY0-1296: purine ribonucleosides degradation	0	0	0	0	0	0	10.2795339524	0	9.6771961102	12.0927278659	0	0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	0	0	0	0	0	0	6.3272030416	0	6.4048399288	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II	9.3908478294	0	0	7.7442650292	12.7081168517	11.2484943510	0	0	17.5214030461	30.4664787720	20.3284846207	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	11.1597737634	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	12.1939586762	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	15.7887904743	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Neisseria.s__Neisseria_flavescens	0	0	0	0	0	0	0	0	0.7097232079	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Neisseria.s__Neisseria_meningitidis	0	0	0	0	0	0	0	0	1.1581979738	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Neisseria.s__Neisseria_subflava	0	0	0	0	0	0	0	0	2.8343142428	3.1607906750	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	9.2100527196	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|unclassified	5.8039597055	0	0	0	0	0	0	0	0	0	0	0
PWY0-1477: ethanolamine utilization	0	0	0	0	0	0	4.6511627907	0	7.8418387999	0	0	0
PWY0-1477: ethanolamine utilization|unclassified	0	0	0	0	0	0	4.6511627907	0	0	0	0	0
PWY0-1479: tRNA processing	0	0	0	10.6896351548	0	0	0	0	10.7925649742	12.0582011935	13.4415359007	0
PWY0-1479: tRNA processing|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	10.4050250800	0	0
PWY0-1479: tRNA processing|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	6.0686618953	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	7.7556494367	0	0	42.9054348562	29.2205762707	10.4493505294	2.2742905849	0	26.4220956828	54.3698298576	37.0333524721	9.7749595626
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	26.1232674031	0	0	0	0	0	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	17.1188268290	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	26.2360777324	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Neisseria.s__Neisseria_flavescens	0	0	0	6.7899961409	0	0	0	0	3.1445837383	8.8174712210	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Neisseria.s__Neisseria_meningitidis	0	0	0	2.3189230094	0	0	0	0	3.3556528184	5.5824079806	0	0
